Ticker,Date,V,P
ZBH,2001-08-28,61.88,24.69
ZBH,2001-08-29,53.34,25.05
ZBH,2001-08-30,65.84,25.58
ZBH,2001-08-31,39.37,25.81
ZBH,2001-09-04,47.15,26.36
ZBH,2001-09-05,45.76,26.24
ZBH,2001-09-06,55.32,25.85
ZBH,2001-09-07,46.61,25.30
ZBH,2001-09-10,26.97,25.09
ZBH,2001-09-17,42.05,23.96
ZBH,2001-09-18,42.36,23.82
ZBH,2001-09-19,37.40,23.74
ZBH,2001-09-20,51.34,24.44
ZBH,2001-09-21,50.30,24.53
ZBH,2001-09-24,48.16,25.34
ZBH,2001-09-25,41.73,24.96
ZBH,2001-09-26,27.35,25.43
ZBH,2001-09-27,44.21,25.62
ZBH,2001-09-28,28.28,26.33
ZBH,2001-10-01,30.65,26.68
ZBH,2001-10-02,33.53,27.09
ZBH,2001-10-03,23.45,27.33
ZBH,2001-10-04,35.77,27.39
ZBH,2001-10-05,31.27,27.57
ZBH,2001-10-08,11.45,27.26
ZBH,2001-10-09,22.88,27.25
ZBH,2001-10-10,20.80,27.53
ZBH,2001-10-11,30.95,27.92
ZBH,2001-10-12,36.43,28.30
ZBH,2001-10-15,21.46,28.25
ZBH,2001-10-16,31.51,28.42
ZBH,2001-10-17,50.21,28.44
ZBH,2001-10-18,48.36,27.35
ZBH,2001-10-19,17.35,27.88
ZBH,2001-10-22,13.75,28.23
ZBH,2001-10-23,30.31,28.27
ZBH,2001-10-24,15.84,28.42
ZBH,2001-10-25,20.83,28.08
ZBH,2001-10-26,25.92,27.53
ZBH,2001-10-29,36.18,27.71
ZBH,2001-10-30,103.20,28.56
ZBH,2001-10-31,47.70,29.33
ZBH,2001-11-01,25.82,29.81
ZBH,2001-11-02,30.04,30.08
ZBH,2001-11-05,31.09,29.44
ZBH,2001-11-06,36.73,30.17
ZBH,2001-11-07,45.38,30.15
ZBH,2001-11-08,26.35,29.04
ZBH,2001-11-09,36.29,28.48
ZBH,2001-11-12,19.89,28.45
ZBH,2001-11-13,23.37,28.72
ZBH,2001-11-14,28.79,29.32
ZBH,2001-11-15,29.89,28.49
ZBH,2001-11-16,24.50,28.55
ZBH,2001-11-19,40.57,28.42
ZBH,2001-11-20,16.61,28.70
ZBH,2001-11-21,17.83,29.04
ZBH,2001-11-23,7.19,29.23
ZBH,2001-11-26,37.20,31.08
ZBH,2001-11-27,26.11,30.91
ZBH,2001-11-28,19.60,30.89
ZBH,2001-11-29,13.96,30.94
ZBH,2001-11-30,12.64,30.61
ZBH,2001-12-03,22.63,30.56
ZBH,2001-12-04,18.41,30.94
ZBH,2001-12-05,38.91,31.01
ZBH,2001-12-06,17.25,31.17
ZBH,2001-12-07,36.37,29.80
ZBH,2001-12-10,11.64,29.73
ZBH,2001-12-11,24.05,28.79
ZBH,2001-12-12,30.73,28.41
ZBH,2001-12-13,27.17,29.04
ZBH,2001-12-14,26.88,29.33
ZBH,2001-12-17,18.38,28.71
ZBH,2001-12-18,22.48,28.75
ZBH,2001-12-19,25.31,29.01
ZBH,2001-12-20,19.42,28.50
ZBH,2001-12-21,25.21,28.78
ZBH,2001-12-24,11.68,28.28
ZBH,2001-12-26,13.63,28.31
ZBH,2001-12-27,21.26,28.34
ZBH,2001-12-28,18.41,28.23
ZBH,2001-12-31,27.98,28.98
ZBH,2002-01-02,24.03,28.69
ZBH,2002-01-03,30.86,28.51
ZBH,2002-01-04,23.24,28.04
ZBH,2002-01-07,19.94,28.04
ZBH,2002-01-08,26.60,28.94
ZBH,2002-01-09,23.79,29.13
ZBH,2002-01-10,11.75,29.00
ZBH,2002-01-11,12.80,28.40
ZBH,2002-01-14,18.98,30.19
ZBH,2002-01-15,14.53,29.66
ZBH,2002-01-16,12.62,29.72
ZBH,2002-01-17,19.40,30.18
ZBH,2002-01-18,12.50,29.62
ZBH,2002-01-22,12.63,29.47
ZBH,2002-01-23,16.06,30.11
ZBH,2002-01-24,18.16,30.51
ZBH,2002-01-25,11.16,30.46
ZBH,2002-01-28,18.45,30.51
ZBH,2002-01-29,28.17,30.94
ZBH,2002-01-30,19.48,31.19
ZBH,2002-01-31,19.51,30.87
ZBH,2002-02-01,11.28,30.75
ZBH,2002-02-04,15.49,30.66
ZBH,2002-02-05,50.93,31.22
ZBH,2002-02-06,48.99,31.89
ZBH,2002-02-07,30.27,32.34
ZBH,2002-02-08,21.52,32.29
ZBH,2002-02-11,16.76,32.74
ZBH,2002-02-12,18.94,32.84
ZBH,2002-02-13,25.83,32.69
ZBH,2002-02-14,27.88,32.93
ZBH,2002-02-15,27.63,33.02
ZBH,2002-02-19,23.73,33.21
ZBH,2002-02-20,38.99,33.67
ZBH,2002-02-21,34.81,33.45
ZBH,2002-02-22,24.84,33.30
ZBH,2002-02-25,26.68,33.28
ZBH,2002-02-26,39.24,33.86
ZBH,2002-02-27,69.19,34.07
ZBH,2002-02-28,35.06,33.94
ZBH,2002-03-01,24.42,33.97
ZBH,2002-03-04,21.37,34.51
ZBH,2002-03-05,20.59,33.10
ZBH,2002-03-06,42.07,32.47
ZBH,2002-03-07,55.23,31.55
ZBH,2002-03-08,27.66,32.02
ZBH,2002-03-11,20.42,32.74
ZBH,2002-03-12,16.68,32.65
ZBH,2002-03-13,14.73,32.65
ZBH,2002-03-14,19.26,32.73
ZBH,2002-03-15,24.31,33.75
ZBH,2002-03-18,21.52,33.06
ZBH,2002-03-19,17.90,33.39
ZBH,2002-03-20,33.48,33.63
ZBH,2002-03-21,17.17,33.85
ZBH,2002-03-22,61.57,32.42
ZBH,2002-03-25,45.62,31.27
ZBH,2002-03-26,28.48,32.16
ZBH,2002-03-27,29.68,32.09
ZBH,2002-03-28,15.27,32.31
ZBH,2002-04-01,13.84,32.41
ZBH,2002-04-02,11.89,32.09
ZBH,2002-04-03,21.35,32.01
ZBH,2002-04-04,23.28,32.02
ZBH,2002-04-05,16.86,31.60
ZBH,2002-04-08,14.57,32.08
ZBH,2002-04-09,13.75,32.13
ZBH,2002-04-10,28.33,31.89
ZBH,2002-04-11,29.37,31.31
ZBH,2002-04-12,10.95,31.89
ZBH,2002-04-15,10.14,31.46
ZBH,2002-04-16,22.68,30.86
ZBH,2002-04-17,20.27,30.36
ZBH,2002-04-18,75.92,30.01
ZBH,2002-04-19,43.11,30.23
ZBH,2002-04-22,23.42,30.62
ZBH,2002-04-23,20.54,30.27
ZBH,2002-04-24,26.89,29.32
ZBH,2002-04-25,78.21,31.89
ZBH,2002-04-26,28.74,32.17
ZBH,2002-04-29,20.26,31.52
ZBH,2002-04-30,36.49,32.94
ZBH,2002-05-01,20.37,33.40
ZBH,2002-05-02,23.06,33.80
ZBH,2002-05-03,19.66,33.47
ZBH,2002-05-06,15.14,32.80
ZBH,2002-05-07,17.79,32.66
ZBH,2002-05-08,12.66,33.02
ZBH,2002-05-09,9.06,33.10
ZBH,2002-05-10,9.15,33.00
ZBH,2002-05-13,14.82,33.23
ZBH,2002-05-14,15.78,33.36
ZBH,2002-05-15,28.16,34.28
ZBH,2002-05-16,32.33,33.83
ZBH,2002-05-17,19.40,34.49
ZBH,2002-05-20,12.41,34.47
ZBH,2002-05-21,15.98,34.12
ZBH,2002-05-22,16.44,33.68
ZBH,2002-05-23,16.57,33.62
ZBH,2002-05-24,12.79,33.83
ZBH,2002-05-28,8.86,33.61
ZBH,2002-05-29,11.24,33.44
ZBH,2002-05-30,16.38,33.38
ZBH,2002-05-31,15.23,33.20
ZBH,2002-06-03,15.18,31.84
ZBH,2002-06-04,23.76,31.32
ZBH,2002-06-05,16.96,32.51
ZBH,2002-06-06,14.80,32.38
ZBH,2002-06-07,33.21,32.52
ZBH,2002-06-10,16.71,32.44
ZBH,2002-06-11,28.58,30.65
ZBH,2002-06-12,26.77,30.49
ZBH,2002-06-13,16.13,30.63
ZBH,2002-06-14,13.32,30.61
ZBH,2002-06-17,31.25,32.46
ZBH,2002-06-18,30.51,32.38
ZBH,2002-06-19,19.41,32.46
ZBH,2002-06-20,21.78,32.33
ZBH,2002-06-21,23.83,32.07
ZBH,2002-06-24,19.73,32.17
ZBH,2002-06-25,17.73,32.14
ZBH,2002-06-26,25.19,32.04
ZBH,2002-06-27,28.96,33.78
ZBH,2002-06-28,50.07,33.84
ZBH,2002-07-01,32.11,33.12
ZBH,2002-07-02,30.46,31.82
ZBH,2002-07-03,24.51,31.43
ZBH,2002-07-05,8.56,32.36
ZBH,2002-07-08,19.41,32.51
ZBH,2002-07-09,28.72,30.83
ZBH,2002-07-10,39.17,28.56
ZBH,2002-07-11,49.79,28.29
ZBH,2002-07-12,24.52,28.92
ZBH,2002-07-15,19.07,27.99
ZBH,2002-07-16,25.22,28.41
ZBH,2002-07-17,48.67,29.32
ZBH,2002-07-18,42.91,29.32
ZBH,2002-07-19,37.78,29.22
ZBH,2002-07-22,36.56,28.37
ZBH,2002-07-23,34.88,27.87
ZBH,2002-07-24,62.10,29.66
ZBH,2002-07-25,58.44,32.47
ZBH,2002-07-26,52.99,33.48
ZBH,2002-07-29,45.66,34.14
ZBH,2002-07-30,59.79,34.55
ZBH,2002-07-31,60.67,35.33
ZBH,2002-08-01,34.40,33.96
ZBH,2002-08-02,33.44,34.73
ZBH,2002-08-05,39.92,34.31
ZBH,2002-08-06,38.18,35.20
ZBH,2002-08-07,29.03,36.04
ZBH,2002-08-08,45.04,37.45
ZBH,2002-08-09,40.81,37.23
ZBH,2002-08-12,36.57,36.93
ZBH,2002-08-13,71.23,34.89
ZBH,2002-08-14,62.09,34.35
ZBH,2002-08-15,56.80,34.92
ZBH,2002-08-16,46.84,34.28
ZBH,2002-08-19,36.33,34.40
ZBH,2002-08-20,40.45,34.22
ZBH,2002-08-21,48.93,34.49
ZBH,2002-08-22,42.94,35.25
ZBH,2002-08-23,49.45,35.07
ZBH,2002-08-26,27.34,35.36
ZBH,2002-08-27,34.73,34.92
ZBH,2002-08-28,12.37,34.13
ZBH,2002-08-29,30.67,34.16
ZBH,2002-08-30,29.39,35.02
ZBH,2002-09-03,43.97,35.26
ZBH,2002-09-04,37.66,35.46
ZBH,2002-09-05,34.28,36.25
ZBH,2002-09-06,38.27,36.75
ZBH,2002-09-09,24.88,36.35
ZBH,2002-09-10,32.10,35.40
ZBH,2002-09-11,17.43,35.58
ZBH,2002-09-12,16.20,34.98
ZBH,2002-09-13,24.53,34.92
ZBH,2002-09-16,40.62,34.74
ZBH,2002-09-17,56.99,34.53
ZBH,2002-09-18,78.89,35.71
ZBH,2002-09-19,55.17,36.40
ZBH,2002-09-20,58.47,37.01
ZBH,2002-09-23,42.89,37.11
ZBH,2002-09-24,108.50,35.03
ZBH,2002-09-25,80.72,36.98
ZBH,2002-09-26,46.76,36.90
ZBH,2002-09-27,45.40,36.85
ZBH,2002-09-30,47.42,36.38
ZBH,2002-10-01,42.64,36.67
ZBH,2002-10-02,48.48,36.77
ZBH,2002-10-03,66.24,36.93
ZBH,2002-10-04,35.52,36.42
ZBH,2002-10-07,48.62,36.45
ZBH,2002-10-08,58.60,36.49
ZBH,2002-10-09,59.19,36.65
ZBH,2002-10-10,46.41,36.77
ZBH,2002-10-11,58.63,36.90
ZBH,2002-10-14,70.25,38.72
ZBH,2002-10-15,99.76,37.81
ZBH,2002-10-16,66.89,37.96
ZBH,2002-10-17,82.17,39.91
ZBH,2002-10-18,51.93,39.34
ZBH,2002-10-21,56.20,39.21
ZBH,2002-10-22,106.09,39.20
ZBH,2002-10-23,67.50,39.20
ZBH,2002-10-24,64.07,37.92
ZBH,2002-10-25,57.34,38.89
ZBH,2002-10-28,23.29,38.18
ZBH,2002-10-29,39.74,37.88
ZBH,2002-10-30,26.56,37.89
ZBH,2002-10-31,56.43,39.12
ZBH,2002-11-01,71.73,39.38
ZBH,2002-11-04,38.95,39.15
ZBH,2002-11-05,56.43,39.16
ZBH,2002-11-06,29.91,39.86
ZBH,2002-11-07,45.05,40.43
ZBH,2002-11-08,62.83,39.19
ZBH,2002-11-11,17.93,38.76
ZBH,2002-11-12,36.20,37.91
ZBH,2002-11-13,49.80,37.96
ZBH,2002-11-14,24.18,37.96
ZBH,2002-11-15,35.14,38.43
ZBH,2002-11-18,23.00,38.79
ZBH,2002-11-19,27.59,39.03
ZBH,2002-11-20,24.83,39.66
ZBH,2002-11-21,41.98,38.02
ZBH,2002-11-22,161.00,36.95
ZBH,2002-11-25,129.27,35.59
ZBH,2002-11-26,92.02,36.20
ZBH,2002-11-27,41.94,36.44
ZBH,2002-11-29,11.38,35.72
ZBH,2002-12-02,58.33,35.55
ZBH,2002-12-03,59.23,37.20
ZBH,2002-12-04,48.30,37.49
ZBH,2002-12-05,30.66,37.23
ZBH,2002-12-06,34.40,37.30
ZBH,2002-12-09,53.16,37.40
ZBH,2002-12-10,56.46,38.02
ZBH,2002-12-11,51.12,38.53
ZBH,2002-12-12,34.90,37.87
ZBH,2002-12-13,36.81,37.25
ZBH,2002-12-16,31.27,37.38
ZBH,2002-12-17,44.82,36.82
ZBH,2002-12-18,60.12,37.58
ZBH,2002-12-19,48.95,37.69
ZBH,2002-12-20,51.53,38.00
ZBH,2002-12-23,31.91,38.71
ZBH,2002-12-24,9.49,38.47
ZBH,2002-12-26,25.46,38.24
ZBH,2002-12-27,24.80,37.91
ZBH,2002-12-30,33.02,38.55
ZBH,2002-12-31,68.34,39.40
ZBH,2003-01-02,68.97,38.24
ZBH,2003-01-03,41.57,38.34
ZBH,2003-01-06,33.22,38.59
ZBH,2003-01-07,25.19,38.21
ZBH,2003-01-08,23.22,37.96
ZBH,2003-01-09,29.36,38.20
ZBH,2003-01-10,24.66,37.90
ZBH,2003-01-13,45.58,37.15
ZBH,2003-01-14,42.15,36.58
ZBH,2003-01-15,26.43,36.41
ZBH,2003-01-16,31.35,36.21
ZBH,2003-01-17,46.50,37.58
ZBH,2003-01-21,25.12,36.92
ZBH,2003-01-22,23.95,37.01
ZBH,2003-01-23,20.85,37.43
ZBH,2003-01-24,46.33,37.14
ZBH,2003-01-27,29.16,36.42
ZBH,2003-01-28,57.83,37.49
ZBH,2003-01-29,91.30,38.91
ZBH,2003-01-30,84.30,38.91
ZBH,2003-01-31,61.31,38.91
ZBH,2003-02-03,41.31,39.46
ZBH,2003-02-04,38.68,38.74
ZBH,2003-02-05,38.53,39.29
ZBH,2003-02-06,43.96,39.57
ZBH,2003-02-07,98.26,40.13
ZBH,2003-02-10,45.17,40.33
ZBH,2003-02-11,31.67,39.96
ZBH,2003-02-12,34.13,39.36
ZBH,2003-02-13,31.81,39.46
ZBH,2003-02-14,46.55,39.67
ZBH,2003-02-18,31.73,40.56
ZBH,2003-02-19,29.25,39.85
ZBH,2003-02-20,59.65,40.82
ZBH,2003-02-21,69.36,41.72
ZBH,2003-02-24,48.79,41.44
ZBH,2003-02-25,97.31,42.61
ZBH,2003-02-26,123.02,42.39
ZBH,2003-02-27,78.39,42.54
ZBH,2003-02-28,71.25,42.13
ZBH,2003-03-03,68.29,41.47
ZBH,2003-03-04,46.33,41.42
ZBH,2003-03-05,56.65,41.97
ZBH,2003-03-06,51.03,42.51
ZBH,2003-03-07,43.83,42.90
ZBH,2003-03-10,29.04,42.14
ZBH,2003-03-11,37.45,41.54
ZBH,2003-03-12,50.85,41.76
ZBH,2003-03-13,48.74,42.37
ZBH,2003-03-14,139.74,44.31
ZBH,2003-03-17,97.87,46.47
ZBH,2003-03-18,91.57,46.14
ZBH,2003-03-19,74.45,45.74
ZBH,2003-03-20,55.52,46.16
ZBH,2003-03-21,65.41,47.19
ZBH,2003-03-24,36.84,46.42
ZBH,2003-03-25,59.84,46.60
ZBH,2003-03-26,74.35,45.76
ZBH,2003-03-27,49.75,45.86
ZBH,2003-03-28,57.81,46.94
ZBH,2003-03-31,43.66,46.15
ZBH,2003-04-01,44.58,47.03
ZBH,2003-04-02,171.85,44.03
ZBH,2003-04-03,68.71,44.00
ZBH,2003-04-04,60.20,43.65
ZBH,2003-04-07,45.90,43.05
ZBH,2003-04-08,46.31,44.34
ZBH,2003-04-09,43.20,44.24
ZBH,2003-04-10,41.47,45.09
ZBH,2003-04-11,50.64,44.73
ZBH,2003-04-14,31.40,44.95
ZBH,2003-04-15,53.42,44.37
ZBH,2003-04-16,79.16,42.42
ZBH,2003-04-17,118.42,43.10
ZBH,2003-04-21,53.90,43.16
ZBH,2003-04-22,73.29,43.68
ZBH,2003-04-23,59.96,44.13
ZBH,2003-04-24,92.54,45.46
ZBH,2003-04-25,43.67,45.02
ZBH,2003-04-28,52.69,45.16
ZBH,2003-04-29,62.33,44.78
ZBH,2003-04-30,82.70,44.51
ZBH,2003-05-01,47.00,43.68
ZBH,2003-05-02,93.69,45.09
ZBH,2003-05-05,60.29,44.72
ZBH,2003-05-06,56.56,45.53
ZBH,2003-05-07,58.32,44.95
ZBH,2003-05-08,43.76,44.69
ZBH,2003-05-09,53.18,44.15
ZBH,2003-05-12,110.61,45.69
ZBH,2003-05-13,57.85,45.55
ZBH,2003-05-14,57.10,45.88
ZBH,2003-05-15,51.83,46.42
ZBH,2003-05-16,38.87,46.40
ZBH,2003-05-19,41.69,45.82
ZBH,2003-05-20,485.40,42.18
ZBH,2003-05-21,258.45,41.58
ZBH,2003-05-22,205.14,43.44
ZBH,2003-05-23,115.61,43.59
ZBH,2003-05-27,68.73,43.83
ZBH,2003-05-28,63.69,43.23
ZBH,2003-05-29,84.38,43.62
ZBH,2003-05-30,160.28,42.57
ZBH,2003-06-02,166.95,41.13
ZBH,2003-06-03,153.15,41.66
ZBH,2003-06-04,246.27,40.47
ZBH,2003-06-05,188.84,40.34
ZBH,2003-06-06,123.06,41.76
ZBH,2003-06-09,73.16,42.03
ZBH,2003-06-10,100.00,42.72
ZBH,2003-06-11,82.85,43.64
ZBH,2003-06-12,85.35,44.13
ZBH,2003-06-13,78.41,44.30
ZBH,2003-06-16,75.49,44.78
ZBH,2003-06-17,124.86,44.28
ZBH,2003-06-18,70.16,44.25
ZBH,2003-06-19,96.11,42.15
ZBH,2003-06-20,90.98,42.10
ZBH,2003-06-23,47.27,41.67
ZBH,2003-06-24,48.58,41.71
ZBH,2003-06-25,55.33,41.91
ZBH,2003-06-26,36.43,42.71
ZBH,2003-06-27,41.66,42.30
ZBH,2003-06-30,49.55,42.75
ZBH,2003-07-01,61.90,43.24
ZBH,2003-07-02,50.75,43.34
ZBH,2003-07-03,41.83,42.78
ZBH,2003-07-07,40.33,43.18
ZBH,2003-07-08,35.46,43.15
ZBH,2003-07-09,54.95,42.11
ZBH,2003-07-10,60.76,43.00
ZBH,2003-07-11,39.03,42.67
ZBH,2003-07-14,53.93,42.43
ZBH,2003-07-15,44.05,42.23
ZBH,2003-07-16,48.32,42.09
ZBH,2003-07-17,67.28,42.89
ZBH,2003-07-18,42.20,43.02
ZBH,2003-07-21,28.48,42.89
ZBH,2003-07-22,43.38,42.96
ZBH,2003-07-23,45.96,42.90
ZBH,2003-07-24,84.72,43.46
ZBH,2003-07-25,69.71,44.33
ZBH,2003-07-28,74.32,45.20
ZBH,2003-07-29,111.37,46.26
ZBH,2003-07-30,69.57,45.40
ZBH,2003-07-31,59.55,45.37
ZBH,2003-08-01,48.11,44.95
ZBH,2003-08-04,37.59,45.02
ZBH,2003-08-05,43.12,44.89
ZBH,2003-08-06,472.00,47.86
ZBH,2003-08-07,163.05,47.79
ZBH,2003-08-08,88.56,46.96
ZBH,2003-08-11,61.40,46.61
ZBH,2003-08-12,104.29,47.49
ZBH,2003-08-13,80.07,46.93
ZBH,2003-08-14,99.77,46.83
ZBH,2003-08-15,57.80,46.22
ZBH,2003-08-18,110.66,46.38
ZBH,2003-08-19,75.76,46.11
ZBH,2003-08-20,180.08,45.81
ZBH,2003-08-21,272.45,46.57
ZBH,2003-08-22,90.75,46.31
ZBH,2003-08-25,46.94,46.27
ZBH,2003-08-26,69.45,46.40
ZBH,2003-08-27,111.06,46.23
ZBH,2003-08-28,196.52,48.92
ZBH,2003-08-29,76.31,49.10
ZBH,2003-09-02,254.37,50.53
ZBH,2003-09-03,129.97,50.37
ZBH,2003-09-04,86.08,50.85
ZBH,2003-09-05,82.14,50.34
ZBH,2003-09-08,58.72,50.96
ZBH,2003-09-09,100.89,50.33
ZBH,2003-09-10,91.74,49.92
ZBH,2003-09-11,73.07,49.43
ZBH,2003-09-12,56.66,49.71
ZBH,2003-09-15,53.50,49.80
ZBH,2003-09-16,78.16,49.98
ZBH,2003-09-17,127.68,51.12
ZBH,2003-09-18,83.14,51.51
ZBH,2003-09-19,80.95,50.95
ZBH,2003-09-22,75.74,51.42
ZBH,2003-09-23,116.45,52.77
ZBH,2003-09-24,145.83,52.94
ZBH,2003-09-25,106.76,52.07
ZBH,2003-09-26,87.29,52.69
ZBH,2003-09-29,180.14,52.72
ZBH,2003-09-30,133.88,52.29
ZBH,2003-10-01,87.91,52.86
ZBH,2003-10-02,68.03,53.31
ZBH,2003-10-03,126.04,53.80
ZBH,2003-10-06,133.33,54.89
ZBH,2003-10-07,77.23,54.37
ZBH,2003-10-08,51.62,54.28
ZBH,2003-10-09,103.84,54.13
ZBH,2003-10-10,85.14,53.64
ZBH,2003-10-13,122.07,52.95
ZBH,2003-10-14,80.03,53.33
ZBH,2003-10-15,116.88,54.61
ZBH,2003-10-16,74.82,55.16
ZBH,2003-10-17,104.22,55.56
ZBH,2003-10-20,100.09,56.21
ZBH,2003-10-21,124.43,55.88
ZBH,2003-10-22,63.46,55.72
ZBH,2003-10-23,233.34,58.84
ZBH,2003-10-24,138.11,58.05
ZBH,2003-10-27,66.65,58.29
ZBH,2003-10-28,69.95,59.61
ZBH,2003-10-29,78.01,59.75
ZBH,2003-10-30,138.22,59.53
ZBH,2003-10-31,121.66,60.56
ZBH,2003-11-03,120.87,61.31
ZBH,2003-11-04,77.85,61.52
ZBH,2003-11-05,52.54,61.51
ZBH,2003-11-06,53.14,62.00
ZBH,2003-11-07,51.37,61.76
ZBH,2003-11-10,51.66,61.21
ZBH,2003-11-11,88.04,59.96
ZBH,2003-11-12,91.32,60.89
ZBH,2003-11-13,72.45,60.83
ZBH,2003-11-14,71.70,60.55
ZBH,2003-11-17,55.57,60.91
ZBH,2003-11-18,60.90,60.51
ZBH,2003-11-19,55.30,60.37
ZBH,2003-11-20,44.23,60.42
ZBH,2003-11-21,38.26,60.27
ZBH,2003-11-24,49.50,62.02
ZBH,2003-11-25,54.73,61.76
ZBH,2003-11-26,40.74,62.15
ZBH,2003-11-28,23.78,62.56
ZBH,2003-12-01,49.82,64.34
ZBH,2003-12-02,60.38,64.21
ZBH,2003-12-03,46.39,64.06
ZBH,2003-12-04,71.47,62.78
ZBH,2003-12-05,49.63,62.42
ZBH,2003-12-08,71.29,63.50
ZBH,2003-12-09,69.41,62.51
ZBH,2003-12-10,57.61,62.33
ZBH,2003-12-11,61.54,62.54
ZBH,2003-12-12,37.00,63.01
ZBH,2003-12-15,62.64,62.87
ZBH,2003-12-16,61.38,63.53
ZBH,2003-12-17,120.68,65.26
ZBH,2003-12-18,88.75,66.00
ZBH,2003-12-19,204.02,65.82
ZBH,2003-12-22,61.87,65.71
ZBH,2003-12-23,97.93,64.53
ZBH,2003-12-24,33.77,65.17
ZBH,2003-12-26,16.52,65.51
ZBH,2003-12-29,79.62,67.54
ZBH,2003-12-30,68.87,67.28
ZBH,2003-12-31,73.01,66.81
ZBH,2004-01-02,46.77,66.43
ZBH,2004-01-05,82.43,65.83
ZBH,2004-01-06,80.57,65.51
ZBH,2004-01-07,58.69,66.24
ZBH,2004-01-08,76.96,67.52
ZBH,2004-01-09,53.94,67.24
ZBH,2004-01-12,47.77,67.24
ZBH,2004-01-13,79.78,66.39
ZBH,2004-01-14,63.80,66.44
ZBH,2004-01-15,55.67,67.06
ZBH,2004-01-16,220.09,72.27
ZBH,2004-01-20,151.11,70.48
ZBH,2004-01-21,80.80,70.98
ZBH,2004-01-22,60.12,70.99
ZBH,2004-01-23,76.55,70.84
ZBH,2004-01-26,63.16,73.07
ZBH,2004-01-27,86.72,71.65
ZBH,2004-01-28,70.42,69.56
ZBH,2004-01-29,73.01,71.38
ZBH,2004-01-30,110.25,72.60
ZBH,2004-02-02,89.10,73.21
ZBH,2004-02-03,60.24,73.96
ZBH,2004-02-04,66.33,73.88
ZBH,2004-02-05,72.85,72.46
ZBH,2004-02-06,76.44,75.21
ZBH,2004-02-09,85.29,73.93
ZBH,2004-02-10,143.65,73.54
ZBH,2004-02-11,87.03,74.73
ZBH,2004-02-12,61.76,74.35
ZBH,2004-02-13,61.66,73.55
ZBH,2004-02-17,54.84,73.55
ZBH,2004-02-18,98.93,73.88
ZBH,2004-02-19,116.78,74.12
ZBH,2004-02-20,93.28,73.67
ZBH,2004-02-23,77.06,73.03
ZBH,2004-02-24,82.02,73.25
ZBH,2004-02-25,49.36,73.48
ZBH,2004-02-26,42.22,72.84
ZBH,2004-02-27,93.82,71.78
ZBH,2004-03-01,97.08,74.26
ZBH,2004-03-02,85.08,72.98
ZBH,2004-03-03,71.50,73.45
ZBH,2004-03-04,56.85,73.62
ZBH,2004-03-05,79.95,75.11
ZBH,2004-03-08,131.66,76.54
ZBH,2004-03-09,83.95,75.54
ZBH,2004-03-10,82.38,74.21
ZBH,2004-03-11,104.14,72.31
ZBH,2004-03-12,68.74,73.31
ZBH,2004-03-15,102.06,72.68
ZBH,2004-03-16,71.66,72.50
ZBH,2004-03-17,46.57,73.80
ZBH,2004-03-18,62.10,72.60
ZBH,2004-03-19,102.80,71.04
ZBH,2004-03-22,240.74,69.10
ZBH,2004-03-23,113.63,69.80
ZBH,2004-03-24,102.28,68.32
ZBH,2004-03-25,68.54,69.19
ZBH,2004-03-26,58.57,68.42
ZBH,2004-03-29,84.17,69.23
ZBH,2004-03-30,50.24,69.39
ZBH,2004-03-31,63.53,70.02
ZBH,2004-04-01,67.79,70.18
ZBH,2004-04-02,212.52,74.05
ZBH,2004-04-05,105.56,75.55
ZBH,2004-04-06,69.45,75.02
ZBH,2004-04-07,67.70,74.78
ZBH,2004-04-08,52.87,74.60
ZBH,2004-04-12,48.96,75.13
ZBH,2004-04-13,67.51,74.66
ZBH,2004-04-14,89.39,74.73
ZBH,2004-04-15,52.33,74.47
ZBH,2004-04-16,148.67,76.72
ZBH,2004-04-19,67.18,76.72
ZBH,2004-04-20,99.61,75.35
ZBH,2004-04-21,154.10,77.95
ZBH,2004-04-22,129.52,80.22
ZBH,2004-04-23,69.11,78.60
ZBH,2004-04-26,93.88,79.72
ZBH,2004-04-27,193.31,76.63
ZBH,2004-04-28,180.58,76.42
ZBH,2004-04-29,97.61,76.82
ZBH,2004-04-30,71.62,75.78
ZBH,2004-05-03,108.79,77.89
ZBH,2004-05-04,86.41,78.02
ZBH,2004-05-05,141.57,79.55
ZBH,2004-05-06,62.70,77.92
ZBH,2004-05-07,74.37,77.68
ZBH,2004-05-10,103.91,75.73
ZBH,2004-05-11,168.94,76.77
ZBH,2004-05-12,151.72,75.68
ZBH,2004-05-13,89.66,77.16
ZBH,2004-05-14,94.03,77.79
ZBH,2004-05-17,92.00,77.85
ZBH,2004-05-18,113.06,78.72
ZBH,2004-05-19,97.02,77.92
ZBH,2004-05-20,55.04,77.94
ZBH,2004-05-21,75.58,79.29
ZBH,2004-05-24,107.45,77.49
ZBH,2004-05-25,201.57,79.48
ZBH,2004-05-26,205.10,80.76
ZBH,2004-05-27,124.45,80.85
ZBH,2004-05-28,94.29,81.00
ZBH,2004-06-01,104.82,81.23
ZBH,2004-06-02,120.31,82.67
ZBH,2004-06-03,181.52,81.97
ZBH,2004-06-04,108.61,82.57
ZBH,2004-06-07,76.25,83.27
ZBH,2004-06-08,103.31,83.32
ZBH,2004-06-09,88.86,82.23
ZBH,2004-06-10,62.96,82.70
ZBH,2004-06-14,44.12,82.66
