Ticker,Date,V,P
XRAY,2014-04-03,74.55,46.58
XRAY,2014-04-04,43.23,45.98
XRAY,2014-04-07,42.61,45.20
XRAY,2014-04-08,64.13,45.26
XRAY,2014-04-09,38.59,45.44
XRAY,2014-04-10,43.82,44.22
XRAY,2014-04-11,56.06,43.68
XRAY,2014-04-14,38.93,43.69
XRAY,2014-04-15,33.81,43.82
XRAY,2014-04-16,33.90,43.87
XRAY,2014-04-17,39.46,44.35
XRAY,2014-04-21,31.36,44.45
XRAY,2014-04-22,46.99,44.26
XRAY,2014-04-23,48.56,44.21
XRAY,2014-04-24,28.09,43.89
XRAY,2014-04-25,49.30,43.52
XRAY,2014-04-28,32.31,43.75
XRAY,2014-04-29,24.49,43.70
XRAY,2014-04-30,30.57,43.80
XRAY,2014-05-01,36.06,44.15
XRAY,2014-05-02,69.14,44.37
XRAY,2014-05-05,83.12,44.63
XRAY,2014-05-06,94.62,44.56
XRAY,2014-05-07,85.60,44.86
XRAY,2014-05-08,53.70,44.82
XRAY,2014-05-09,43.83,45.29
XRAY,2014-05-12,33.85,45.58
XRAY,2014-05-13,34.45,45.72
XRAY,2014-05-14,36.79,45.30
XRAY,2014-05-15,31.03,45.11
XRAY,2014-05-16,38.70,45.53
XRAY,2014-05-19,27.32,45.81
XRAY,2014-05-20,31.95,45.50
XRAY,2014-05-21,18.75,45.90
XRAY,2014-05-22,37.91,46.02
XRAY,2014-05-23,21.82,46.03
XRAY,2014-05-27,26.83,46.23
XRAY,2014-05-28,28.10,46.36
XRAY,2014-05-29,26.10,46.43
XRAY,2014-05-30,27.76,46.41
XRAY,2014-06-02,26.66,46.47
XRAY,2014-06-03,36.05,46.81
XRAY,2014-06-04,22.35,46.87
XRAY,2014-06-05,29.84,47.01
XRAY,2014-06-06,45.09,47.37
XRAY,2014-06-09,34.73,47.32
XRAY,2014-06-10,19.66,47.19
XRAY,2014-06-11,34.05,47.15
XRAY,2014-06-12,51.97,46.96
XRAY,2014-06-13,37.15,46.91
XRAY,2014-06-16,74.39,46.98
XRAY,2014-06-17,28.71,46.81
XRAY,2014-06-18,38.42,46.92
XRAY,2014-06-19,18.40,46.88
XRAY,2014-06-20,45.78,46.84
XRAY,2014-06-23,38.14,46.67
XRAY,2014-06-24,24.85,46.68
XRAY,2014-06-25,22.44,47.20
XRAY,2014-06-26,16.89,47.13
XRAY,2014-06-27,39.71,46.65
XRAY,2014-06-30,31.69,46.54
XRAY,2014-07-01,44.10,46.69
XRAY,2014-07-02,22.79,46.75
XRAY,2014-07-03,56.50,47.01
XRAY,2014-07-07,31.45,46.99
XRAY,2014-07-08,36.06,46.67
XRAY,2014-07-09,22.84,46.76
XRAY,2014-07-10,26.12,46.68
XRAY,2014-07-11,16.62,46.64
XRAY,2014-07-14,14.91,46.60
XRAY,2014-07-15,24.51,46.22
XRAY,2014-07-16,35.85,46.51
XRAY,2014-07-17,48.94,45.48
XRAY,2014-07-18,21.99,45.82
XRAY,2014-07-21,18.68,45.64
XRAY,2014-07-22,22.51,46.14
XRAY,2014-07-23,14.72,46.01
XRAY,2014-07-24,11.31,46.08
XRAY,2014-07-25,16.42,46.03
XRAY,2014-07-28,25.25,46.38
XRAY,2014-07-29,32.80,46.40
XRAY,2014-07-30,39.33,46.63
XRAY,2014-07-31,48.57,45.62
XRAY,2014-08-01,30.33,45.67
XRAY,2014-08-04,30.97,46.02
XRAY,2014-08-05,62.61,45.61
XRAY,2014-08-06,18.59,46.03
XRAY,2014-08-07,35.12,45.08
XRAY,2014-08-08,26.81,45.45
XRAY,2014-08-11,24.34,45.76
XRAY,2014-08-12,18.18,45.83
XRAY,2014-08-13,13.58,46.38
XRAY,2014-08-14,18.97,46.83
XRAY,2014-08-15,35.24,46.53
XRAY,2014-08-18,26.47,46.76
XRAY,2014-08-19,22.23,46.91
XRAY,2014-08-20,21.74,46.73
XRAY,2014-08-21,23.95,46.99
XRAY,2014-08-22,31.56,47.17
XRAY,2014-08-25,32.16,47.46
XRAY,2014-08-26,17.94,47.56
XRAY,2014-08-27,18.97,47.23
XRAY,2014-08-28,22.34,46.77
XRAY,2014-08-29,20.36,46.89
XRAY,2014-09-02,19.05,46.96
XRAY,2014-09-03,16.61,46.95
XRAY,2014-09-04,24.59,46.80
XRAY,2014-09-05,32.03,46.73
XRAY,2014-09-08,35.17,46.81
XRAY,2014-09-09,38.12,46.37
XRAY,2014-09-10,31.78,46.49
XRAY,2014-09-11,34.36,46.32
XRAY,2014-09-12,22.48,45.95
XRAY,2014-09-15,17.85,45.83
XRAY,2014-09-16,19.55,45.77
XRAY,2014-09-17,21.19,45.77
XRAY,2014-09-18,19.40,45.90
XRAY,2014-09-19,32.24,45.79
XRAY,2014-09-22,39.09,45.25
XRAY,2014-09-23,21.16,44.99
XRAY,2014-09-24,18.56,45.49
XRAY,2014-09-25,23.53,44.66
XRAY,2014-09-26,27.73,44.98
XRAY,2014-09-29,22.25,45.17
XRAY,2014-09-30,33.94,44.88
XRAY,2014-10-01,46.33,44.60
XRAY,2014-10-02,22.67,44.73
XRAY,2014-10-03,35.76,45.45
XRAY,2014-10-06,35.57,45.28
XRAY,2014-10-07,35.59,44.57
XRAY,2014-10-08,25.96,45.03
XRAY,2014-10-09,26.65,44.33
XRAY,2014-10-10,38.38,44.22
XRAY,2014-10-13,29.15,43.82
XRAY,2014-10-14,43.71,44.18
XRAY,2014-10-15,85.58,45.00
XRAY,2014-10-16,70.21,44.08
XRAY,2014-10-17,55.56,44.59
XRAY,2014-10-20,55.42,44.05
XRAY,2014-10-21,40.45,45.21
XRAY,2014-10-22,27.37,44.80
XRAY,2014-10-23,34.17,45.22
XRAY,2014-10-24,46.21,45.41
XRAY,2014-10-27,34.76,45.99
XRAY,2014-10-28,56.22,46.83
XRAY,2014-10-29,93.68,48.54
XRAY,2014-10-30,90.12,49.30
XRAY,2014-10-31,74.53,49.97
XRAY,2014-11-03,52.36,49.91
XRAY,2014-11-04,48.80,49.97
XRAY,2014-11-05,45.67,50.81
XRAY,2014-11-06,47.72,51.31
XRAY,2014-11-07,59.15,50.44
XRAY,2014-11-10,31.95,50.49
XRAY,2014-11-11,45.52,50.85
XRAY,2014-11-12,33.66,51.13
XRAY,2014-11-13,45.04,51.04
XRAY,2014-11-14,37.01,51.35
XRAY,2014-11-17,41.13,51.78
XRAY,2014-11-18,39.16,52.27
XRAY,2014-11-19,30.33,52.41
XRAY,2014-11-20,43.26,52.67
XRAY,2014-11-21,53.80,53.05
XRAY,2014-11-24,29.24,53.62
XRAY,2014-11-25,51.12,53.57
XRAY,2014-11-26,29.80,53.66
XRAY,2014-11-28,17.37,54.11
XRAY,2014-12-01,64.05,53.88
XRAY,2014-12-02,34.06,54.41
XRAY,2014-12-03,37.90,54.77
XRAY,2014-12-04,50.93,54.73
XRAY,2014-12-05,48.24,55.14
XRAY,2014-12-08,61.56,54.77
XRAY,2014-12-09,42.98,54.43
XRAY,2014-12-10,45.38,53.25
XRAY,2014-12-11,35.24,53.59
XRAY,2014-12-12,54.67,53.36
XRAY,2014-12-15,50.01,52.57
XRAY,2014-12-16,34.52,52.16
XRAY,2014-12-17,63.54,52.35
XRAY,2014-12-18,43.70,53.25
XRAY,2014-12-19,71.63,52.85
XRAY,2014-12-22,31.84,53.24
XRAY,2014-12-23,27.41,53.21
XRAY,2014-12-24,19.85,52.98
XRAY,2014-12-26,16.01,53.06
XRAY,2014-12-29,21.05,52.95
XRAY,2014-12-30,29.30,52.56
XRAY,2014-12-31,40.68,52.49
XRAY,2015-01-02,94.98,51.17
XRAY,2015-01-05,75.80,50.82
XRAY,2015-01-06,101.27,50.19
XRAY,2015-01-07,50.15,51.49
XRAY,2015-01-08,75.62,52.76
XRAY,2015-01-09,41.56,51.99
XRAY,2015-01-12,37.26,51.50
XRAY,2015-01-13,39.89,51.34
XRAY,2015-01-14,41.46,50.59
XRAY,2015-01-15,47.49,49.85
XRAY,2015-01-16,45.77,50.02
XRAY,2015-01-20,57.19,49.57
XRAY,2015-01-21,53.77,49.41
XRAY,2015-01-22,71.77,50.14
XRAY,2015-01-23,51.30,50.15
XRAY,2015-01-26,31.21,50.01
XRAY,2015-01-27,24.41,49.75
XRAY,2015-01-28,30.64,49.26
XRAY,2015-01-29,41.44,49.99
XRAY,2015-01-30,68.35,49.30
XRAY,2015-02-02,41.28,49.76
XRAY,2015-02-03,38.34,49.96
XRAY,2015-02-04,31.78,49.93
XRAY,2015-02-05,44.69,50.05
XRAY,2015-02-06,26.72,49.79
XRAY,2015-02-09,31.38,49.28
XRAY,2015-02-10,97.46,50.26
XRAY,2015-02-11,70.75,50.81
XRAY,2015-02-12,42.59,51.66
XRAY,2015-02-13,51.11,51.97
XRAY,2015-02-17,77.16,51.88
XRAY,2015-02-18,118.31,52.78
XRAY,2015-02-19,59.77,51.80
XRAY,2015-02-20,69.78,51.76
XRAY,2015-02-23,62.00,51.24
XRAY,2015-02-24,58.66,51.80
XRAY,2015-02-25,42.35,52.45
XRAY,2015-02-26,56.46,52.86
XRAY,2015-02-27,45.70,52.24
XRAY,2015-03-02,64.44,52.64
XRAY,2015-03-03,44.42,52.31
XRAY,2015-03-04,57.00,51.54
XRAY,2015-03-05,39.89,51.87
XRAY,2015-03-06,45.94,50.84
XRAY,2015-03-09,39.77,51.10
XRAY,2015-03-10,57.15,50.40
XRAY,2015-03-11,50.63,50.35
XRAY,2015-03-12,46.06,50.55
XRAY,2015-03-13,52.17,49.80
XRAY,2015-03-16,72.50,50.20
XRAY,2015-03-17,59.84,50.39
XRAY,2015-03-18,58.67,51.32
XRAY,2015-03-19,36.08,51.18
XRAY,2015-03-20,72.08,51.05
XRAY,2015-03-23,44.35,51.16
XRAY,2015-03-24,25.94,51.03
XRAY,2015-03-25,32.03,50.02
XRAY,2015-03-26,28.10,49.85
XRAY,2015-03-27,21.05,50.12
XRAY,2015-03-30,29.04,50.60
XRAY,2015-03-31,35.73,50.22
XRAY,2015-04-01,44.42,49.60
XRAY,2015-04-02,22.99,49.57
XRAY,2015-04-06,45.42,50.09
XRAY,2015-04-07,24.45,49.96
XRAY,2015-04-08,27.47,50.09
XRAY,2015-04-09,28.25,50.69
XRAY,2015-04-10,29.13,51.02
XRAY,2015-04-13,32.03,50.66
XRAY,2015-04-14,31.76,50.60
XRAY,2015-04-15,21.11,50.39
XRAY,2015-04-16,23.39,50.21
XRAY,2015-04-17,27.96,49.70
XRAY,2015-04-20,31.55,50.89
XRAY,2015-04-21,46.33,51.18
XRAY,2015-04-22,50.07,51.64
XRAY,2015-04-23,29.93,51.43
XRAY,2015-04-24,25.55,51.73
XRAY,2015-04-27,39.83,50.43
XRAY,2015-04-28,21.74,50.80
XRAY,2015-04-29,23.84,50.32
XRAY,2015-04-30,48.11,50.33
XRAY,2015-05-01,39.19,50.75
XRAY,2015-05-04,62.49,51.88
XRAY,2015-05-05,67.58,51.44
XRAY,2015-05-06,71.37,50.22
XRAY,2015-05-07,50.33,50.08
XRAY,2015-05-08,54.64,50.44
XRAY,2015-05-11,25.83,49.89
XRAY,2015-05-12,36.60,49.83
XRAY,2015-05-13,57.67,50.16
XRAY,2015-05-14,30.47,50.94
XRAY,2015-05-15,38.28,51.31
XRAY,2015-05-18,44.82,51.86
XRAY,2015-05-19,37.58,51.95
XRAY,2015-05-20,26.61,51.92
XRAY,2015-05-21,42.43,51.68
XRAY,2015-05-22,34.05,51.18
XRAY,2015-05-26,45.78,50.50
XRAY,2015-05-27,22.41,51.19
XRAY,2015-05-28,34.54,51.46
XRAY,2015-05-29,41.05,51.35
XRAY,2015-06-01,43.68,51.62
XRAY,2015-06-02,20.53,51.64
XRAY,2015-06-03,35.87,52.04
XRAY,2015-06-04,35.46,51.25
XRAY,2015-06-05,30.54,51.58
XRAY,2015-06-08,27.17,51.34
XRAY,2015-06-09,16.61,51.20
XRAY,2015-06-10,24.31,51.86
XRAY,2015-06-11,27.82,52.06
XRAY,2015-06-12,20.58,51.42
XRAY,2015-06-15,22.18,51.04
XRAY,2015-06-16,28.96,51.27
XRAY,2015-06-17,27.76,51.94
XRAY,2015-06-18,35.46,52.47
XRAY,2015-06-19,53.70,52.35
XRAY,2015-06-22,71.61,52.71
XRAY,2015-06-23,46.45,52.40
XRAY,2015-06-24,25.03,51.59
XRAY,2015-06-25,30.08,51.71
XRAY,2015-06-26,73.26,51.71
XRAY,2015-06-29,29.91,50.72
XRAY,2015-06-30,34.22,50.94
XRAY,2015-07-01,30.62,51.13
XRAY,2015-07-02,24.49,50.78
XRAY,2015-07-06,53.23,51.22
XRAY,2015-07-07,35.20,51.56
XRAY,2015-07-08,26.22,50.64
XRAY,2015-07-09,34.89,50.25
XRAY,2015-07-10,34.22,50.83
XRAY,2015-07-13,38.53,51.59
XRAY,2015-07-14,23.99,51.85
XRAY,2015-07-15,34.83,51.72
XRAY,2015-07-16,20.70,51.87
XRAY,2015-07-17,18.05,51.95
XRAY,2015-07-20,23.27,51.87
XRAY,2015-07-21,31.76,51.52
XRAY,2015-07-22,20.33,51.95
XRAY,2015-07-23,31.35,52.10
XRAY,2015-07-24,22.46,51.36
XRAY,2015-07-27,29.00,50.99
XRAY,2015-07-28,31.81,51.96
XRAY,2015-07-29,73.22,53.11
XRAY,2015-07-30,109.26,55.40
XRAY,2015-07-31,82.29,56.24
XRAY,2015-08-03,51.43,55.29
XRAY,2015-08-04,37.13,55.22
XRAY,2015-08-05,53.28,55.77
XRAY,2015-08-06,30.46,55.07
XRAY,2015-08-07,61.79,55.12
XRAY,2015-08-10,27.29,55.54
XRAY,2015-08-11,49.36,55.31
XRAY,2015-08-12,76.67,56.61
XRAY,2015-08-13,54.69,56.35
XRAY,2015-08-14,32.10,56.12
XRAY,2015-08-17,40.67,56.07
XRAY,2015-08-18,54.70,56.52
XRAY,2015-08-19,22.92,56.08
XRAY,2015-08-20,32.68,54.84
XRAY,2015-08-21,59.28,53.00
XRAY,2015-08-24,69.11,50.94
XRAY,2015-08-25,48.58,50.46
XRAY,2015-08-26,65.12,52.03
XRAY,2015-08-27,48.42,52.63
XRAY,2015-08-28,33.98,52.63
XRAY,2015-08-31,34.02,51.79
XRAY,2015-09-01,51.79,50.14
XRAY,2015-09-02,34.93,51.14
XRAY,2015-09-03,37.99,51.06
XRAY,2015-09-04,33.47,50.60
XRAY,2015-09-08,33.41,51.79
XRAY,2015-09-09,31.24,51.09
XRAY,2015-09-10,37.21,51.67
XRAY,2015-09-11,29.27,51.97
XRAY,2015-09-14,69.34,52.99
XRAY,2015-09-15,48.25,53.71
XRAY,2015-09-16,271.26,52.44
XRAY,2015-09-17,104.20,52.92
XRAY,2015-09-18,119.38,52.24
XRAY,2015-09-21,62.91,52.48
XRAY,2015-09-22,66.54,51.89
XRAY,2015-09-23,55.52,52.42
XRAY,2015-09-24,73.49,52.05
XRAY,2015-09-25,83.47,51.38
XRAY,2015-09-28,65.06,49.93
XRAY,2015-09-29,54.23,49.99
XRAY,2015-09-30,77.92,50.04
XRAY,2015-10-01,69.42,49.82
XRAY,2015-10-02,91.39,50.44
XRAY,2015-10-05,117.46,51.77
XRAY,2015-10-06,100.83,52.15
XRAY,2015-10-07,128.09,53.91
XRAY,2015-10-08,102.24,54.57
XRAY,2015-10-09,114.28,55.92
XRAY,2015-10-12,76.78,56.06
XRAY,2015-10-13,56.81,56.08
XRAY,2015-10-14,68.08,55.44
XRAY,2015-10-15,73.61,55.17
XRAY,2015-10-16,62.36,56.07
XRAY,2015-10-19,48.58,56.28
XRAY,2015-10-20,35.48,56.36
XRAY,2015-10-21,86.86,57.15
XRAY,2015-10-22,137.32,58.03
XRAY,2015-10-23,114.38,58.15
XRAY,2015-10-26,76.45,58.20
XRAY,2015-10-27,99.57,58.38
XRAY,2015-10-28,159.64,58.65
XRAY,2015-10-29,101.14,59.94
XRAY,2015-10-30,121.17,60.21
XRAY,2015-11-02,78.07,61.69
XRAY,2015-11-03,70.83,61.44
XRAY,2015-11-04,62.63,61.38
XRAY,2015-11-05,62.85,60.91
XRAY,2015-11-06,59.47,61.01
XRAY,2015-11-09,62.09,59.86
XRAY,2015-11-10,59.56,60.75
XRAY,2015-11-11,36.43,60.11
XRAY,2015-11-12,52.92,59.03
XRAY,2015-11-13,61.87,58.75
XRAY,2015-11-16,42.54,59.42
XRAY,2015-11-17,49.47,59.75
XRAY,2015-11-18,40.86,60.21
XRAY,2015-11-19,39.23,60.45
XRAY,2015-11-20,54.00,60.62
XRAY,2015-11-23,38.01,61.06
XRAY,2015-11-24,56.12,60.48
XRAY,2015-11-25,22.25,60.31
XRAY,2015-11-27,17.93,60.47
XRAY,2015-11-30,59.53,60.03
XRAY,2015-12-01,62.26,61.32
XRAY,2015-12-02,72.07,61.79
XRAY,2015-12-03,121.54,61.96
XRAY,2015-12-04,124.39,62.42
XRAY,2015-12-07,48.27,62.30
XRAY,2015-12-08,58.09,61.55
XRAY,2015-12-09,82.63,60.25
XRAY,2015-12-10,60.14,60.23
XRAY,2015-12-11,58.38,59.17
XRAY,2015-12-14,44.93,59.06
XRAY,2015-12-15,61.51,59.31
XRAY,2015-12-16,86.28,59.82
XRAY,2015-12-17,39.45,59.63
XRAY,2015-12-18,75.48,59.01
XRAY,2015-12-21,35.39,59.42
XRAY,2015-12-22,27.02,60.02
XRAY,2015-12-23,25.97,60.47
XRAY,2015-12-24,15.09,60.35
XRAY,2015-12-28,23.73,60.64
XRAY,2015-12-29,21.44,61.34
XRAY,2015-12-30,24.88,60.84
XRAY,2015-12-31,25.43,60.29
XRAY,2016-01-04,81.65,58.31
XRAY,2016-01-05,96.78,59.50
XRAY,2016-01-06,69.82,58.64
XRAY,2016-01-07,66.91,58.13
XRAY,2016-01-08,70.31,56.46
XRAY,2016-01-11,104.36,55.36
XRAY,2016-01-12,86.65,55.97
XRAY,2016-01-13,58.58,55.01
XRAY,2016-01-14,75.83,55.94
XRAY,2016-01-15,94.65,55.97
XRAY,2016-01-19,89.29,55.84
XRAY,2016-01-20,121.68,56.08
XRAY,2016-01-21,92.41,55.83
XRAY,2016-01-22,46.76,56.99
XRAY,2016-01-25,48.18,56.90
XRAY,2016-01-26,89.60,58.67
XRAY,2016-01-27,84.91,58.27
XRAY,2016-01-28,67.56,57.59
XRAY,2016-01-29,92.06,58.34
XRAY,2016-02-01,97.53,59.47
XRAY,2016-02-02,66.02,58.73
XRAY,2016-02-03,72.63,58.40
XRAY,2016-02-04,73.12,58.77
XRAY,2016-02-05,78.25,58.44
XRAY,2016-02-08,152.96,56.67
XRAY,2016-02-09,83.96,56.46
XRAY,2016-02-10,94.85,57.19
XRAY,2016-02-11,92.27,55.99
XRAY,2016-02-12,134.14,54.22
XRAY,2016-02-16,109.47,55.18
XRAY,2016-02-17,107.22,55.39
XRAY,2016-02-18,72.09,55.08
XRAY,2016-02-19,58.99,55.85
XRAY,2016-02-22,37.55,56.13
XRAY,2016-02-23,55.70,56.11
XRAY,2016-02-24,64.87,57.34
XRAY,2016-02-25,196.02,60.18
XRAY,2016-02-26,221.42,60.11
XRAY,2016-02-29,1175.58,60.39
XRAY,2016-03-01,269.29,59.87
XRAY,2016-03-02,349.49,59.64
XRAY,2016-03-03,196.81,60.06
XRAY,2016-03-04,152.91,59.60
XRAY,2016-03-07,165.69,60.43
XRAY,2016-03-08,195.98,60.96
XRAY,2016-03-09,157.22,61.53
XRAY,2016-03-10,151.06,61.86
XRAY,2016-03-11,133.45,62.90
XRAY,2016-03-14,193.58,60.84
XRAY,2016-03-15,135.53,60.34
XRAY,2016-03-16,127.63,60.72
XRAY,2016-03-17,176.18,60.26
XRAY,2016-03-18,205.26,60.16
XRAY,2016-03-21,179.89,59.44
XRAY,2016-03-22,151.68,60.42
XRAY,2016-03-23,102.40,60.07
XRAY,2016-03-24,183.72,59.14
XRAY,2016-03-28,111.12,59.90
XRAY,2016-03-29,93.54,61.48
XRAY,2016-03-30,68.30,61.56
XRAY,2016-03-31,102.17,61.14
XRAY,2016-04-01,101.34,61.00
XRAY,2016-04-04,72.72,60.91
XRAY,2016-04-05,98.61,60.18
XRAY,2016-04-06,80.20,60.52
XRAY,2016-04-07,70.88,59.72
XRAY,2016-04-08,78.91,59.24
XRAY,2016-04-11,81.01,59.02
XRAY,2016-04-12,64.76,59.23
XRAY,2016-04-13,50.25,59.32
XRAY,2016-04-14,63.14,59.55
XRAY,2016-04-15,42.95,59.61
XRAY,2016-04-18,64.94,60.39
XRAY,2016-04-19,60.68,60.54
XRAY,2016-04-20,44.11,60.78
XRAY,2016-04-21,63.02,60.06
XRAY,2016-04-22,74.69,60.23
XRAY,2016-04-25,64.88,60.62
XRAY,2016-04-26,59.86,60.09
XRAY,2016-04-27,56.25,60.46
XRAY,2016-04-28,60.16,59.85
XRAY,2016-04-29,73.59,59.12
XRAY,2016-05-02,66.73,59.77
XRAY,2016-05-03,58.27,59.49
XRAY,2016-05-04,63.50,59.39
XRAY,2016-05-05,112.45,60.01
XRAY,2016-05-06,195.52,61.26
XRAY,2016-05-09,99.57,60.04
XRAY,2016-05-10,82.01,60.83
XRAY,2016-05-11,110.68,61.38
XRAY,2016-05-12,96.68,61.40
XRAY,2016-05-13,65.30,60.67
XRAY,2016-05-16,99.12,61.76
XRAY,2016-05-17,121.79,60.21
XRAY,2016-05-18,100.18,60.58
XRAY,2016-05-19,77.64,59.83
XRAY,2016-05-20,221.10,60.47
XRAY,2016-05-23,87.30,59.88
XRAY,2016-05-24,70.09,61.24
XRAY,2016-05-25,68.86,61.28
XRAY,2016-05-26,66.09,61.23
XRAY,2016-05-27,82.60,61.97
XRAY,2016-05-31,103.86,61.66
XRAY,2016-06-01,87.40,61.98
XRAY,2016-06-02,63.85,62.50
XRAY,2016-06-03,50.35,62.15
XRAY,2016-06-06,52.96,62.25
XRAY,2016-06-07,63.17,62.29
XRAY,2016-06-08,107.70,63.82
XRAY,2016-06-09,62.23,63.91
XRAY,2016-06-10,77.33,63.10
XRAY,2016-06-13,175.08,64.21
XRAY,2016-06-14,89.17,63.77
XRAY,2016-06-15,80.18,62.82
XRAY,2016-06-16,111.97,62.99
XRAY,2016-06-17,405.73,62.70
XRAY,2016-06-20,114.97,62.81
XRAY,2016-06-21,79.71,62.89
XRAY,2016-06-22,64.96,63.04
XRAY,2016-06-23,132.25,63.77
XRAY,2016-06-24,436.55,60.88
XRAY,2016-06-27,134.75,58.96
XRAY,2016-06-28,109.61,60.14
XRAY,2016-06-29,104.21,61.04
XRAY,2016-06-30,101.91,61.62
XRAY,2016-07-01,85.44,61.91
XRAY,2016-07-05,86.69,61.73
XRAY,2016-07-06,102.29,62.31
XRAY,2016-07-07,72.32,62.08
XRAY,2016-07-08,90.53,62.96
XRAY,2016-07-11,62.91,63.31
XRAY,2016-07-12,87.46,62.70
XRAY,2016-07-13,85.63,62.55
XRAY,2016-07-14,68.16,62.83
XRAY,2016-07-15,62.85,62.53
XRAY,2016-07-18,59.36,62.34
XRAY,2016-07-19,39.82,62.38
XRAY,2016-07-20,52.27,62.80
XRAY,2016-07-21,40.20,62.05
XRAY,2016-07-22,55.61,62.30
XRAY,2016-07-25,31.59,62.03
XRAY,2016-07-26,46.75,62.64
XRAY,2016-07-27,69.66,62.16
XRAY,2016-07-28,46.93,62.67
XRAY,2016-07-29,140.26,63.60
XRAY,2016-08-01,117.14,63.79
XRAY,2016-08-02,147.47,64.19
XRAY,2016-08-03,116.13,64.70
XRAY,2016-08-04,165.94,63.26
XRAY,2016-08-05,116.92,61.57
XRAY,2016-08-08,130.67,60.49
XRAY,2016-08-09,72.76,60.71
XRAY,2016-08-10,51.73,60.84
XRAY,2016-08-11,61.99,61.02
XRAY,2016-08-12,48.94,60.61
XRAY,2016-08-15,49.64,60.56
XRAY,2016-08-16,58.46,59.68
XRAY,2016-08-17,88.45,59.31
XRAY,2016-08-18,61.78,59.60
XRAY,2016-08-19,81.20,60.36
XRAY,2016-08-22,59.78,60.06
XRAY,2016-08-23,72.02,59.80
XRAY,2016-08-24,75.68,59.56
XRAY,2016-08-25,115.59,60.37
XRAY,2016-08-26,124.69,60.94
XRAY,2016-08-29,60.86,61.45
XRAY,2016-08-30,50.23,61.08
XRAY,2016-08-31,65.13,61.04
XRAY,2016-09-01,61.33,61.23
XRAY,2016-09-02,53.84,61.28
XRAY,2016-09-06,77.05,60.78
XRAY,2016-09-07,61.63,60.71
XRAY,2016-09-08,69.73,59.94
XRAY,2016-09-09,78.35,58.63
XRAY,2016-09-12,83.38,60.37
XRAY,2016-09-13,55.19,58.98
XRAY,2016-09-14,87.47,58.83
XRAY,2016-09-15,62.64,59.62
XRAY,2016-09-16,109.00,59.22
XRAY,2016-09-19,75.65,59.31
XRAY,2016-09-20,67.08,59.17
XRAY,2016-09-21,89.07,59.48
XRAY,2016-09-22,124.16,59.60
XRAY,2016-09-23,103.83,58.96
XRAY,2016-09-26,95.57,58.43
XRAY,2016-09-27,55.26,59.15
XRAY,2016-09-28,62.81,59.31
XRAY,2016-09-29,97.31,58.77
XRAY,2016-09-30,89.49,59.10
XRAY,2016-10-03,99.29,58.71
XRAY,2016-10-04,88.51,58.58
XRAY,2016-10-05,75.85,58.62
XRAY,2016-10-06,85.66,58.75
XRAY,2016-10-07,80.63,59.34
XRAY,2016-10-10,47.21,59.46
XRAY,2016-10-11,77.25,57.57
XRAY,2016-10-12,65.49,57.48
XRAY,2016-10-13,103.93,57.50
XRAY,2016-10-14,123.88,58.38
XRAY,2016-10-17,99.02,58.01
XRAY,2016-10-18,62.69,58.73
XRAY,2016-10-19,70.92,59.08
XRAY,2016-10-20,74.68,58.72
XRAY,2016-10-21,57.98,57.98
XRAY,2016-10-24,46.53,57.66
XRAY,2016-10-25,97.69,56.45
XRAY,2016-10-26,85.13,55.54
XRAY,2016-10-27,65.46,55.52
XRAY,2016-10-28,120.35,56.74
XRAY,2016-10-31,118.60,57.25
XRAY,2016-11-01,143.72,58.08
XRAY,2016-11-02,159.21,59.41
XRAY,2016-11-03,148.13,59.22
XRAY,2016-11-04,224.98,60.27
XRAY,2016-11-07,182.35,60.78
XRAY,2016-11-08,74.50,60.66
XRAY,2016-11-09,125.37,60.85
XRAY,2016-11-10,120.55,60.74
XRAY,2016-11-11,84.73,59.89
XRAY,2016-11-14,139.19,58.36
XRAY,2016-11-15,84.66,59.64
XRAY,2016-11-16,72.69,60.24
XRAY,2016-11-17,83.35,60.61
XRAY,2016-11-18,77.88,59.83
XRAY,2016-11-21,83.24,59.55
XRAY,2016-11-22,159.43,59.52
XRAY,2016-11-23,81.50,60.18
XRAY,2016-11-25,26.41,60.42
XRAY,2016-11-28,112.20,60.11
XRAY,2016-11-29,61.80,60.14
XRAY,2016-11-30,136.67,57.86
XRAY,2016-12-01,131.64,57.14
XRAY,2016-12-02,128.46,56.60
XRAY,2016-12-05,123.82,56.95
XRAY,2016-12-06,79.01,57.60
XRAY,2016-12-07,89.68,57.76
XRAY,2016-12-08,87.54,58.48
XRAY,2016-12-09,78.90,58.70
XRAY,2016-12-12,62.95,58.92
XRAY,2016-12-13,51.76,59.49
XRAY,2016-12-14,71.93,59.34
XRAY,2016-12-15,84.45,60.07
XRAY,2016-12-16,113.23,59.75
XRAY,2016-12-19,46.51,59.35
XRAY,2016-12-20,73.37,59.61
XRAY,2016-12-21,52.66,59.45
XRAY,2016-12-22,54.54,58.80
XRAY,2016-12-23,25.75,58.91
XRAY,2016-12-27,37.52,58.74
XRAY,2016-12-28,60.17,57.91
XRAY,2016-12-29,42.76,58.01
XRAY,2016-12-30,54.81,57.49
XRAY,2017-01-03,104.24,58.37
XRAY,2017-01-04,57.82,58.85
XRAY,2017-01-05,65.01,58.09
XRAY,2017-01-06,68.17,58.05
XRAY,2017-01-09,55.58,58.23
XRAY,2017-01-10,92.84,57.93
