Date,Open,High,Low,Close,Adj Close,Volume
2016-09-16,276.290009,276.920013,275.359985,276.369995,271.859619,1397700
2016-09-19,277.700012,280.140015,277.239990,278.420013,273.876190,622800
2016-09-20,279.630005,279.630005,277.049988,277.049988,272.528534,606400
2016-09-21,277.869995,280.899994,277.170013,280.750000,276.168121,2278000
2016-09-22,282.299988,284.369995,282.299988,284.059998,279.424164,1894200
2016-09-23,283.239990,284.130005,281.720001,281.809998,277.210876,1391200
2016-09-26,280.299988,281.489990,280.149994,280.339996,275.764862,746600
2016-09-27,280.160004,281.109985,279.269989,280.619995,276.040283,748100
2016-09-28,280.890015,283.200012,279.309998,282.989990,278.371613,783500
2016-09-29,282.559998,283.179993,279.140015,279.839996,275.272980,1144700
2016-09-30,281.239990,283.299988,280.260010,282.269989,277.663330,1346500
2016-10-03,281.209991,281.880005,279.750000,280.209991,275.636963,2164700
2016-10-04,280.760010,281.140015,277.809998,278.869995,274.318848,1566400
2016-10-05,280.149994,281.670013,280.119995,280.269989,275.695984,1304100
2016-10-06,279.709991,281.130005,278.839996,280.859985,276.276398,662800
2016-10-07,280.910004,281.619995,277.529999,278.799988,274.250031,547100
2016-10-10,278.799988,282.790009,278.799988,281.140015,276.551849,1138500
2016-10-11,280.079987,280.369995,275.359985,276.500000,271.987518,3430400
2016-10-12,277.059998,278.329987,275.989990,277.579987,273.049927,808100
2016-10-13,275.190002,277.230011,273.829987,276.480011,271.967834,970400
2016-10-14,277.690002,278.769989,276.179993,276.339996,271.830170,1205100
2016-10-17,276.670013,277.260010,275.929993,276.209991,271.702271,1099300
2016-10-18,278.829987,279.079987,277.079987,277.720001,273.187622,955600
2016-10-19,278.070007,279.609985,276.940002,279.000000,274.446747,1477700
2016-10-20,278.209991,279.140015,276.489990,277.910004,273.374542,676400
2016-10-21,275.970001,277.820007,275.359985,277.760010,273.226990,545700
2016-10-24,279.450012,280.839996,278.399994,279.040009,274.486084,639800
2016-10-25,278.720001,278.739990,276.589996,277.049988,272.528534,893100
2016-10-26,275.440002,276.799988,274.890015,275.559998,271.062897,911100
2016-10-27,276.329987,276.390015,272.470001,273.350006,268.888977,1121700
2016-10-28,273.160004,275.100006,272.239990,272.799988,268.347931,1435700
2016-10-31,273.290009,275.269989,273.230011,274.769989,270.285797,1736500
2016-11-01,275.309998,275.500000,270.230011,271.750000,267.315033,1997800
2016-11-02,271.190002,271.760010,268.920013,269.109985,264.718140,2041800
2016-11-03,269.549988,270.519989,268.329987,268.630005,264.246002,1656000
2016-11-04,268.809998,271.489990,268.250000,269.070007,264.678772,1207900
2016-11-07,273.829987,274.970001,272.890015,274.750000,270.266083,963200
2016-11-08,273.790009,276.630005,273.239990,275.429993,270.934967,1241600
2016-11-09,273.350006,281.260010,273.019989,280.440002,275.863220,2477600
2016-11-10,282.040009,283.880005,280.000000,281.690002,277.092834,1946600
2016-11-11,281.500000,284.709991,281.100006,284.470001,279.827454,1495800
2016-11-14,286.700012,289.200012,286.059998,289.000000,284.283508,2015100
2016-11-15,289.190002,290.839996,288.179993,290.420013,285.680359,1583300
2016-11-16,290.160004,290.920013,289.369995,290.480011,285.739380,1228300
2016-11-17,291.089996,292.679993,290.970001,292.359985,287.588684,1900500
2016-11-18,292.619995,292.899994,291.890015,292.420013,287.647736,1748400
2016-11-21,293.299988,294.739990,292.899994,294.429993,289.624908,1437200
2016-11-22,295.239990,296.739990,294.640015,296.519989,291.680817,1584100
2016-11-23,295.959991,297.880005,295.630005,297.829987,292.969391,2128300
2016-11-25,298.570007,298.769989,298.109985,298.690002,293.815430,327000
2016-11-28,298.429993,298.649994,296.359985,296.519989,291.680817,1979800
2016-11-29,296.690002,298.190002,296.160004,297.220001,292.369385,2056700
2016-11-30,298.410004,298.670013,296.399994,296.429993,291.592255,1472400
2016-12-01,297.660004,298.260010,294.859985,295.750000,290.923340,2366500
2016-12-02,296.250000,297.089996,295.329987,295.989990,291.159454,1109400
2016-12-05,297.679993,299.480011,297.679993,299.250000,294.366272,1829900
2016-12-06,299.480011,302.250000,298.980011,302.239990,297.307465,1512100
2016-12-07,302.260010,307.000000,302.000000,305.700012,300.710968,2633500
2016-12-08,306.329987,309.589996,305.850006,309.089996,304.045685,2201700
2016-12-09,309.170013,309.549988,307.750000,308.390015,303.357117,2652200
2016-12-12,307.579987,309.220001,305.730011,306.640015,301.635681,3053800
2016-12-13,308.029999,308.359985,305.589996,307.220001,302.206207,2682900
2016-12-14,307.070007,308.019989,302.970001,303.339996,298.389526,1553000
2016-12-15,304.029999,306.529999,302.799988,304.679993,299.707611,1246700
2016-12-16,303.500000,305.890015,302.329987,302.929993,299.130005,2217000
2016-12-19,303.450012,304.899994,303.220001,304.660004,300.838257,1437300
2016-12-20,305.730011,306.750000,305.079987,306.450012,302.605804,836200
2016-12-21,306.230011,306.619995,304.989990,305.059998,301.233276,921400
2016-12-22,305.049988,305.230011,302.380005,303.239990,299.436066,1167000
2016-12-23,303.299988,304.070007,303.089996,303.920013,300.107574,825700
2016-12-27,304.160004,305.850006,304.010010,305.119995,301.292511,581600
2016-12-28,305.390015,305.859985,301.570007,302.019989,298.231384,832000
2016-12-29,302.309998,303.690002,301.779999,302.910004,299.110229,1674900
2016-12-30,303.709991,303.709991,301.049988,301.730011,297.945007,1951200
2017-01-03,304.679993,305.470001,301.429993,303.359985,299.554565,2004900
2017-01-04,304.269989,308.440002,304.140015,308.160004,304.294403,3109700
2017-01-05,307.089996,307.959991,304.559998,305.739990,301.904694,1293100
2017-01-06,306.059998,307.019989,304.950012,305.450012,301.618378,823100
2017-01-09,304.959991,305.309998,303.010010,303.529999,299.722443,971100
2017-01-10,303.859985,306.589996,303.570007,305.500000,301.667725,1055000
2017-01-11,305.730011,306.730011,304.519989,306.730011,302.882324,1569300
2017-01-12,306.079987,306.079987,301.670013,304.959991,301.134521,1764600
2017-01-13,305.700012,307.839996,305.690002,306.649994,302.803345,1477400
2017-01-17,305.709991,306.190002,303.350006,303.929993,300.117432,1053600
2017-01-18,304.350006,305.320007,303.000000,305.179993,301.351746,1184800
2017-01-19,305.390015,306.440002,301.869995,303.029999,299.228729,1147600
2017-01-20,304.149994,305.390015,303.529999,304.579987,300.759277,900500
2017-01-23,303.950012,304.799988,302.140015,303.809998,299.998962,823200
2017-01-24,305.089996,309.190002,305.000000,308.359985,304.491852,2493100
2017-01-25,309.769989,311.109985,309.690002,310.970001,307.069122,1437700
2017-01-26,311.100006,311.769989,309.269989,309.929993,306.042175,910700
2017-01-27,310.269989,310.790009,307.570007,308.320007,304.452393,967800
2017-01-30,306.510010,306.549988,302.799988,305.670013,301.835632,1510100
