Ticker,Date,V,P,AV,R,DRSD,YR,Y,pr_0,pr_1,pr_2,Y_pred,Y_mom,Y_rev,Y_rand3,Y_rand2
UPS,2015-09-01,491.9800,89.6800,369.7755,-0.0658,0.0146,0.0366,2,0.2050,0.3467,0.4483,2,1,1,1,0
URI,2015-09-01,153.5000,65.3400,152.4015,-0.0024,0.0316,-0.0810,0,0.1394,0.3467,0.5139,2,2,0,2,0
USB,2015-09-01,487.1800,38.1800,323.4495,-0.1096,0.0228,0.0249,1,0.0707,0.3424,0.5869,2,0,2,2,2
UTX,2015-09-01,608.8900,85.3600,558.4520,-0.0881,0.0158,-0.0081,1,0.0797,0.6450,0.2753,1,1,1,1,0
VAR,2015-09-01,65.7500,78.7500,65.0510,-0.0863,0.0197,-0.0631,0,0.3469,0.2275,0.4255,2,1,1,2,0
VFC,2015-09-01,129.5000,66.8000,129.6000,-0.0720,0.0169,-0.0316,0,0.0354,0.1738,0.7908,2,1,1,0,0
VLO,2015-09-01,550.1800,52.5200,500.8375,-0.1091,0.0299,0.0470,2,0.4527,0.0470,0.5003,2,0,2,2,0
VMC,2015-09-01,139.4000,90.4400,122.5195,-0.0419,0.0211,-0.0296,0,0.1097,0.4950,0.3953,1,2,0,1,2
VNO,2015-09-01,93.0800,80.7100,81.7495,-0.1049,0.0195,0.0517,2,0.1332,0.2538,0.6129,2,0,2,0,2
VRSN,2015-09-01,50.2400,66.5600,73.6720,-0.0609,0.0156,0.0601,2,0.4688,0.2068,0.3245,0,1,1,0,0
VRTX,2015-09-01,247.8900,124.0400,229.5885,-0.1159,0.0326,-0.1604,0,0.3914,0.1554,0.4533,2,0,2,0,0
VTR,2015-09-01,170.9200,48.6700,198.1240,-0.0714,0.0171,0.0473,2,0.0643,0.4674,0.4683,2,1,1,1,2
VZ,2015-09-01,944.0200,41.4600,758.5240,-0.0381,0.0163,-0.0309,0,0.4170,0.2692,0.3138,0,2,0,2,0
WAT,2015-09-01,89.5100,118.3600,65.3005,-0.1203,0.0208,-0.0013,1,0.6725,0.2358,0.0917,0,0,2,1,0
WBA,2015-09-01,610.9600,82.9500,412.5170,-0.0972,0.0221,-0.0341,0,0.5289,0.1416,0.3295,0,1,1,2,0
WDC,2015-09-01,247.0000,75.0800,193.8070,-0.0467,0.0202,-0.0068,1,0.1195,0.5097,0.3707,1,2,0,2,0
WEC,2015-09-01,160.8900,43.6700,121.5605,-0.0306,0.0169,0.1168,2,0.0460,0.2136,0.7403,2,2,0,0,2
WFC,2015-09-01,1429.2800,47.7100,1048.9340,-0.1124,0.0228,0.0069,1,0.0877,0.3661,0.5462,2,0,2,2,2
WHR,2015-09-01,231.6700,152.7900,185.0190,-0.0790,0.0221,-0.0808,0,0.4128,0.5562,0.0309,1,1,1,2,2
WM,2015-09-01,141.5600,46.5200,128.6490,-0.0326,0.0128,0.0181,1,0.2534,0.6527,0.0939,1,2,0,1,0
WMB,2015-09-01,396.4000,39.6900,401.6240,-0.1022,0.0317,-0.1877,0,0.0215,0.0184,0.9601,2,0,2,2,0
WMT,2015-09-01,854.8000,60.2700,778.1620,-0.1108,0.0180,0.0161,1,0.0971,0.2293,0.6736,2,0,2,1,2
WY,2015-09-01,143.0800,25.1900,129.0310,-0.1121,0.0194,0.0024,1,0.1870,0.6932,0.1198,1,0,2,2,0
XEL,2015-09-01,181.7300,30.6000,125.4325,-0.0344,0.0155,0.0840,2,0.3675,0.2384,0.3940,2,2,0,1,2
XL,2015-09-01,139.3100,34.5300,105.5240,-0.0614,0.0152,0.0061,1,0.5336,0.3344,0.1320,0,1,1,0,2
XLNX,2015-09-01,172.6300,38.3400,173.3035,-0.0326,0.0238,0.0511,2,0.1076,0.0927,0.7997,2,2,0,0,2
XOM,2015-09-01,1736.1300,66.4700,1402.9415,-0.0572,0.0246,0.0316,2,0.2746,0.4160,0.3094,1,2,0,2,2
XRAY,2015-09-01,51.7900,50.1400,47.3455,-0.0920,0.0181,-0.0020,1,0.1809,0.2153,0.6039,2,1,1,0,0
XRX,2015-09-01,151.0500,36.7100,136.7980,-0.1109,0.0258,0.0022,1,0.1468,0.5271,0.3261,1,0,2,2,2
YUM,2015-09-01,354.8300,54.1200,463.6895,-0.1031,0.0272,0.0107,1,0.1218,0.5789,0.2993,1,0,2,1,0
ZBH,2015-09-01,160.9100,98.7600,153.8065,-0.0240,0.0178,-0.0646,0,0.1701,0.5928,0.2371,1,2,0,0,2
ZION,2015-09-01,85.5200,27.1600,86.6105,-0.1010,0.0256,-0.0044,1,0.0662,0.4864,0.4473,1,0,2,2,2
A,2015-09-30,87.1900,33.6400,77.8145,-0.0091,0.0164,0.0930,1,0.4653,0.2435,0.2913,0,1,1,1,2
AAP,2015-09-30,779.2000,188.8700,156.2735,0.0983,0.0279,0.0251,0,0.0694,0.3868,0.5439,2,2,0,1,0
AAPL,2015-09-30,7151.3200,105.7700,6354.2780,0.0207,0.0187,0.0848,1,0.4634,0.2806,0.2560,0,1,1,1,2
ABC,2015-09-30,225.7500,91.4600,202.1775,-0.0431,0.0143,0.0264,0,0.3347,0.3562,0.3091,1,0,2,1,0
ABT,2015-09-30,423.0000,38.1200,318.6320,-0.0770,0.0173,0.1196,2,0.3485,0.4777,0.1738,1,0,2,0,0
ACN,2015-09-30,357.4600,93.4200,272.3055,0.0647,0.0129,0.1288,2,0.2265,0.3872,0.3863,1,2,0,0,0
ADBE,2015-09-30,286.0700,82.2200,341.3000,0.0820,0.0180,0.0764,1,0.4793,0.2724,0.2483,0,2,0,2,0
ADI,2015-09-30,180.3000,53.6200,150.9040,0.0534,0.0243,0.0966,1,0.5029,0.2452,0.2519,0,2,0,1,0
ADM,2015-09-30,194.3100,38.6800,155.7775,-0.0438,0.0142,0.1293,2,0.2733,0.1363,0.5904,2,0,2,1,2
ADP,2015-09-30,201.6100,76.6500,160.2340,0.0759,0.0124,0.0948,1,0.2383,0.4297,0.3319,1,2,0,2,2
ADS,2015-09-30,155.9000,256.5900,111.4035,0.0261,0.0181,0.1517,2,0.3290,0.3316,0.3395,2,1,1,1,2
ADSK,2015-09-30,277.1400,44.1400,175.2065,-0.0297,0.0134,0.2574,2,0.1763,0.4523,0.3715,1,0,2,1,0
AEE,2015-09-30,63.5500,39.1400,65.5365,0.0921,0.0101,0.0416,0,0.0642,0.6506,0.2852,1,2,0,1,0
AEP,2015-09-30,157.9600,52.5000,158.4080,0.0730,0.0115,0.0036,0,0.0518,0.6883,0.2599,1,2,0,1,2
AES,2015-09-30,109.9400,8.9300,76.3770,-0.1446,0.0188,0.1355,2,0.0358,0.5122,0.4519,1,0,2,1,2
AET,2015-09-30,431.3200,106.8700,302.1155,-0.0192,0.0232,0.0178,0,0.6326,0.3015,0.0660,0,0,2,2,0
AFL,2015-09-30,114.2100,55.3800,119.5930,0.0261,0.0119,0.1006,1,0.1702,0.4433,0.3865,1,1,1,2,2
AGN,2015-09-30,1866.7900,269.3700,1007.5740,-0.0761,0.0316,0.0566,1,0.5042,0.2359,0.2599,0,0,2,0,0
AIG,2015-09-30,418.6900,54.4700,431.8355,-0.0278,0.0131,0.1245,2,0.1571,0.4686,0.3742,1,0,2,0,0
AIV,2015-09-30,62.9200,34.6900,50.9065,0.0449,0.0120,0.0755,1,0.2256,0.5043,0.2701,1,2,0,2,0
AJG,2015-09-30,50.9300,38.8300,56.1445,-0.0162,0.0101,0.0670,1,0.4547,0.4382,0.1071,0,1,1,0,2
AKAM,2015-09-30,148.8300,69.0600,127.3400,-0.0195,0.0182,-0.0891,0,0.5558,0.3456,0.0986,0,0,2,0,2
ALB,2015-09-30,60.1300,42.7600,83.1290,0.0361,0.0251,0.2152,2,0.2735,0.1038,0.6227,2,2,0,2,0
ALGN,2015-09-30,47.4800,56.7600,32.3535,0.0523,0.0141,0.1681,2,0.5550,0.2207,0.2243,0,2,0,2,0
ALK,2015-09-30,115.2400,76.8400,115.2370,0.0622,0.0235,-0.0536,0,0.5732,0.3439,0.0828,0,2,0,2,2
ALL,2015-09-30,226.6200,56.1200,179.6510,0.0193,0.0124,0.0700,1,0.1274,0.7332,0.1394,1,1,1,1,0
ALXN,2015-09-30,461.8700,156.2000,338.3660,-0.0857,0.0245,0.1358,2,0.1553,0.4055,0.4391,2,0,2,0,2
AMAT,2015-09-30,323.9900,14.2600,251.8540,-0.0525,0.0168,0.1269,2,0.4757,0.2980,0.2263,0,0,2,2,2
AMD,2015-09-30,9.6500,1.7200,16.4140,0.0058,0.0374,0.2674,2,0.3041,0.5351,0.1609,1,1,1,0,2
AME,2015-09-30,115.7400,51.5500,63.8445,0.0110,0.0147,0.0363,0,0.1076,0.6473,0.2450,1,1,1,1,0
AMG,2015-09-30,96.4100,170.5800,84.4925,-0.0459,0.0182,0.0720,1,0.3388,0.5973,0.0639,1,0,2,2,0
AMGN,2015-09-30,828.3900,131.1700,611.0165,-0.0629,0.0243,0.1773,2,0.0236,0.0337,0.9426,2,0,2,1,0
AMT,2015-09-30,195.9400,84.5300,186.2050,-0.0178,0.0113,0.1465,2,0.2637,0.5263,0.2099,1,1,1,0,2
AMZN,2015-09-30,1996.8100,511.6700,1898.4550,0.0305,0.0194,0.2061,2,0.4578,0.0332,0.5090,2,2,0,1,0
ANSS,2015-09-30,57.1300,88.1400,32.7435,0.0181,0.0145,0.1013,2,0.4402,0.3772,0.1826,0,1,1,2,2
ANTM,2015-09-30,248.7100,135.1800,304.8935,0.0184,0.0199,0.0129,0,0.5645,0.4143,0.0212,0,1,1,2,0
AON,2015-09-30,172.9800,86.2700,135.5330,-0.0184,0.0127,0.0697,1,0.7735,0.1009,0.1256,0,0,2,1,0
AOS,2015-09-30,89.3600,31.8000,51.6420,0.0375,0.0181,0.1752,2,0.5095,0.4629,0.0275,0,2,0,0,2
APA,2015-09-30,273.6800,37.8300,240.4855,-0.0919,0.0315,0.1821,2,0.2419,0.3228,0.4353,2,0,2,1,2
APC,2015-09-30,238.7300,59.6900,275.5165,-0.1122,0.0247,0.0854,1,0.5693,0.1990,0.2317,0,0,2,0,0
APD,2015-09-30,218.0000,120.6400,180.7715,-0.0554,0.0162,0.1141,2,0.9027,0.0557,0.0416,0,0,2,1,2
APH,2015-09-30,78.8400,50.0100,71.4945,0.0142,0.0160,0.0682,1,0.7190,0.2234,0.0575,0,1,1,1,2
ARE,2015-09-30,59.0400,79.6000,33.6105,0.0141,0.0139,0.0680,1,0.2485,0.5304,0.2211,1,1,1,1,2
ARNC,2015-09-30,400.3700,21.1800,296.6690,0.0480,0.0236,-0.0694,0,0.1116,0.7034,0.1851,1,2,0,1,0
ATVI,2015-09-30,283.7000,30.4600,273.9375,0.1088,0.0144,0.1422,2,0.5060,0.2663,0.2276,0,2,0,0,2
AVB,2015-09-30,188.7600,164.7200,129.2720,0.0884,0.0127,0.0128,0,0.2539,0.5350,0.2111,1,2,0,0,2
AVY,2015-09-30,50.2200,53.7300,41.7975,0.0047,0.0140,0.1361,2,0.6788,0.2269,0.0943,0,1,1,2,0
AXP,2015-09-30,360.9600,71.3100,391.6780,0.0017,0.0120,0.0081,0,0.0903,0.7118,0.1978,1,1,1,0,2
AYI,2015-09-30,112.1500,174.6000,92.6260,-0.0854,0.0236,0.2151,2,0.6650,0.2563,0.0788,0,0,2,1,0
AZO,2015-09-30,292.1300,723.8300,238.2555,0.0132,0.0141,0.0749,1,0.4590,0.3687,0.1724,0,1,1,2,2
BA,2015-09-30,396.1800,122.4300,500.6305,0.0275,0.0142,0.1293,2,0.6829,0.2605,0.0566,0,2,0,0,2
BAC,2015-09-30,1107.3400,15.1300,1305.8325,0.0033,0.0173,0.1091,2,0.2359,0.1221,0.6421,2,1,1,1,0
BAX,2015-09-30,196.2100,32.1200,189.3370,-0.1149,0.0150,0.1339,2,0.0246,0.2474,0.7280,2,0,2,1,2
BBT,2015-09-30,143.0700,33.3000,152.3525,0.0079,0.0156,0.0679,1,0.1570,0.4692,0.3738,1,1,1,2,0
BBY,2015-09-30,217.4500,34.5300,176.8330,0.0537,0.0170,-0.0649,0,0.4754,0.4950,0.0296,1,2,0,2,2
BDX,2015-09-30,132.2700,128.4600,158.2070,-0.0122,0.0149,0.0701,1,0.6397,0.1573,0.2030,0,1,1,2,2
BEN,2015-09-30,139.5700,35.8300,147.7550,-0.0516,0.0134,0.0726,1,0.0785,0.7306,0.1909,1,0,2,2,2
BIIB,2015-09-30,831.4000,291.1400,813.0120,-0.0046,0.0269,0.0088,0,0.1738,0.4476,0.3787,1,1,1,1,2
BK,2015-09-30,241.6800,37.6300,231.4560,0.0212,0.0165,0.1002,1,0.4900,0.3920,0.1180,0,1,1,1,0
BLK,2015-09-30,222.6500,283.0500,264.9140,0.0108,0.0159,0.1642,2,0.2099,0.7038,0.0862,1,1,1,0,0
BLL,2015-09-30,64.5400,30.6200,69.1550,-0.0338,0.0206,0.0924,1,0.2874,0.4017,0.3109,1,0,2,0,0
BMY,2015-09-30,659.5400,56.2900,542.2430,0.0235,0.0220,0.1418,2,0.3044,0.6431,0.0526,1,1,1,1,2
BSX,2015-09-30,230.2100,16.4100,135.3690,0.0199,0.0193,0.1213,2,0.4588,0.4931,0.0481,1,1,1,2,2
BWA,2015-09-30,126.2500,40.4300,125.1455,-0.0206,0.0242,0.0947,1,0.1779,0.6303,0.1918,1,0,2,0,2
BXP,2015-09-30,116.3900,112.2500,99.0540,0.0760,0.0136,0.0322,0,0.3641,0.5232,0.1127,1,2,0,0,2
C,2015-09-30,872.5400,48.4000,958.0025,-0.0262,0.0169,0.1031,2,0.1246,0.1323,0.7432,2,0,2,0,0
CA,2015-09-30,69.4900,25.5700,73.5985,0.0294,0.0157,0.0164,0,0.0997,0.7342,0.1661,1,2,0,1,2
CAG,2015-09-30,137.2600,38.4800,183.1470,-0.0088,0.0220,0.0044,0,0.0802,0.7766,0.1432,1,1,1,0,2
CAH,2015-09-30,161.3900,73.4400,182.2055,-0.0376,0.0151,0.0782,1,0.6050,0.3548,0.0402,0,0,2,0,0
CAT,2015-09-30,511.7600,60.2600,574.8515,-0.1273,0.0208,0.1130,2,0.1939,0.2480,0.5581,2,0,2,1,0
CB,2015-09-30,138.4100,117.1200,161.4470,0.0397,0.0071,0.0669,1,0.1452,0.6947,0.1601,1,2,0,1,0
CCI,2015-09-30,187.8600,72.8500,188.4985,-0.0216,0.0125,0.0903,1,0.7384,0.2309,0.0308,0,0,2,0,0
CCL,2015-09-30,246.6400,47.1700,236.6535,0.0401,0.0234,0.0723,1,0.2904,0.3224,0.3872,2,2,0,0,0
CDNS,2015-09-30,68.8600,20.6800,47.5945,0.0487,0.0139,0.0837,1,0.6890,0.1305,0.1805,0,2,0,2,2
CELG,2015-09-30,914.2300,108.1300,674.3095,-0.0635,0.0246,0.1758,2,0.1240,0.4389,0.4370,1,0,2,0,0
CERN,2015-09-30,194.3100,59.9300,133.1010,0.0010,0.0196,0.1258,2,0.3139,0.5294,0.1567,1,1,1,2,0
CHD,2015-09-30,145.9000,40.6800,56.8195,-0.0002,0.0105,0.0428,0,0.5413,0.4249,0.0339,0,1,1,1,2
CHK,2015-09-30,128.4000,7.3300,130.6125,-0.0317,0.0546,-0.0491,0,0.1381,0.3769,0.4850,2,0,2,2,0
CHRW,2015-09-30,137.8000,64.4700,101.6690,0.0319,0.0156,0.0039,0,0.5299,0.2452,0.2248,0,2,0,1,2
CI,2015-09-30,264.8800,134.9500,205.3335,-0.0286,0.0144,0.0076,0,0.4153,0.4790,0.1057,1,0,2,1,2
CINF,2015-09-30,40.4200,50.5600,41.2955,0.0651,0.0116,0.1297,2,0.2434,0.3968,0.3597,1,2,0,2,0
CL,2015-09-30,219.3400,60.3600,287.0200,0.0359,0.0134,0.0908,1,0.5019,0.2554,0.2427,0,2,0,0,0
CLX,2015-09-30,139.9500,109.1700,96.4890,0.0617,0.0118,0.0682,1,0.8171,0.0894,0.0935,0,2,0,0,2
CMA,2015-09-30,102.4800,39.6800,110.3055,-0.0149,0.0183,0.0801,1,0.3993,0.3939,0.2068,0,1,1,0,0
CMCSA,2015-09-30,665.1000,27.3900,888.8055,0.0340,0.0144,0.0935,1,0.3568,0.5159,0.1273,1,2,0,2,2
CMI,2015-09-30,257.1600,101.7900,213.1270,-0.0975,0.0160,-0.0492,0,0.1670,0.1968,0.6362,2,0,2,1,0
CMS,2015-09-30,97.4800,33.0300,74.7580,0.1006,0.0092,0.0260,0,0.0736,0.4853,0.4411,1,2,0,0,0
CNC,2015-09-30,106.9900,54.2300,94.1165,-0.0858,0.0294,0.1267,2,0.9132,0.0390,0.0478,0,0,2,1,0
CNP,2015-09-30,60.5800,16.3000,68.8250,0.0112,0.0135,0.0276,0,0.1109,0.2983,0.5907,2,1,1,0,2
COF,2015-09-30,194.2300,69.4800,202.4655,-0.0242,0.0151,0.1189,2,0.2676,0.4620,0.2703,1,0,2,1,0
COG,2015-09-30,122.7400,21.6100,132.0070,-0.0509,0.0248,-0.0014,0,0.1273,0.4471,0.4256,1,0,2,0,2
COL,2015-09-30,97.7700,79.5100,68.4465,0.0327,0.0133,0.0858,1,0.1157,0.5852,0.2991,1,2,0,1,0
COO,2015-09-30,128.8800,148.7600,106.6840,-0.0662,0.0203,0.0009,0,0.5089,0.2387,0.2524,0,0,2,0,2
COP,2015-09-30,419.4200,45.1100,479.2745,0.0042,0.0208,0.1272,2,0.2140,0.2521,0.5338,2,1,1,0,2
COST,2015-09-30,357.8600,141.3100,256.7015,0.0452,0.0103,0.0914,1,0.5618,0.2241,0.2140,0,2,0,1,0
CPB,2015-09-30,94.6100,47.9900,98.3340,0.0813,0.0129,0.0081,0,0.1349,0.8354,0.0297,1,2,0,2,2
CSCO,2015-09-30,815.3600,24.2800,673.9835,0.0448,0.0148,0.1281,2,0.2592,0.2097,0.5311,2,2,0,2,0
CSX,2015-09-30,336.8800,25.7600,256.3600,0.0066,0.0202,0.0148,0,0.0736,0.0859,0.8405,2,1,1,2,2
CTAS,2015-09-30,69.4000,82.7700,63.8485,0.0324,0.0151,0.0843,1,0.5206,0.3671,0.1123,0,2,0,2,0
CTL,2015-09-30,138.5500,21.2400,158.7755,-0.0103,0.0184,0.1191,2,0.0940,0.5436,0.3625,1,1,1,0,0
CTSH,2015-09-30,242.8200,62.1700,198.3735,0.0220,0.0161,0.1147,2,0.7217,0.1909,0.0873,0,1,1,2,2
CTXS,2015-09-30,126.8300,55.4100,157.8080,0.0593,0.0174,0.2149,2,0.4459,0.4215,0.1327,0,2,0,2,2
CVS,2015-09-30,553.0800,92.0700,467.8140,-0.0378,0.0138,0.0796,1,0.2220,0.6771,0.1009,1,0,2,2,0
CVX,2015-09-30,1091.0800,72.4600,879.7705,0.0089,0.0161,0.1383,2,0.1996,0.3131,0.4872,2,1,1,1,0
D,2015-09-30,191.0400,65.1700,172.9300,0.0381,0.0092,0.0161,0,0.3070,0.4039,0.2891,1,2,0,1,2
DE,2015-09-30,237.0000,70.3500,297.3185,-0.0675,0.0119,0.0670,1,0.1706,0.4785,0.3509,1,0,2,1,0
DGX,2015-09-30,78.5100,58.7500,64.0610,-0.0645,0.0185,0.0849,1,0.7979,0.1593,0.0428,0,0,2,2,0
DHI,2015-09-30,168.5700,28.6800,187.5815,-0.0100,0.0219,0.0363,0,0.6203,0.2603,0.1194,0,1,1,2,0
DHR,2015-09-30,446.1800,63.7700,352.7395,0.0081,0.0154,0.0867,1,0.4626,0.2901,0.2473,0,1,1,0,0
DIS,2015-09-30,932.6200,99.3200,904.2320,0.0271,0.0146,0.1187,2,0.5075,0.1379,0.3545,0,1,1,2,2
DISH,2015-09-30,141.1000,58.3400,103.8165,-0.0152,0.0219,0.0908,1,0.8936,0.0884,0.0180,0,1,1,0,0
DLTR,2015-09-30,269.0100,66.6600,306.4350,-0.0429,0.0181,-0.0405,0,0.7650,0.0753,0.1597,0,0,2,0,0
DOV,2015-09-30,123.6600,54.4900,98.4055,-0.0311,0.0171,0.1160,2,0.3600,0.4365,0.2035,1,0,2,2,0
DRE,2015-09-30,48.6400,17.6000,40.4080,0.0686,0.0135,0.1057,2,0.1140,0.4686,0.4173,1,2,0,2,0
DRI,2015-09-30,123.3200,57.0000,141.9535,0.0219,0.0157,-0.0460,0,0.3816,0.2827,0.3357,0,1,1,2,2
DTE,2015-09-30,126.1800,75.3300,85.9930,0.0656,0.0115,0.0224,0,0.0306,0.8481,0.1213,1,2,0,1,2
DUK,2015-09-30,230.3600,65.9700,220.6080,0.0419,0.0101,-0.0055,0,0.1021,0.7739,0.1240,1,2,0,0,2
DVA,2015-09-30,85.5400,72.3300,96.8705,-0.0232,0.0120,0.0706,1,0.2536,0.6979,0.0486,1,0,2,1,0
DVN,2015-09-30,243.4200,36.1300,194.6625,-0.0748,0.0212,0.1207,2,0.3362,0.4305,0.2333,1,0,2,1,0
EA,2015-09-30,153.8700,67.7500,173.7035,0.0681,0.0183,0.1331,2,0.7131,0.2577,0.0292,0,2,0,0,2
EBAY,2015-09-30,300.6000,24.4400,312.5380,-0.0770,0.0163,0.1559,2,0.6587,0.0469,0.2944,0,0,2,2,0
ECL,2015-09-30,184.8600,107.1300,166.8725,0.0439,0.0151,0.0899,1,0.5471,0.3233,0.1296,0,2,0,0,0
ED,2015-09-30,136.1500,62.1300,125.7435,0.0856,0.0100,-0.0066,0,0.0521,0.7898,0.1582,1,2,0,1,0
EFX,2015-09-30,85.3600,95.0500,63.8185,0.0204,0.0126,0.0995,1,0.3876,0.4965,0.1160,1,1,1,2,0
EIX,2015-09-30,153.5000,59.6600,142.9195,0.1100,0.0098,-0.0292,0,0.3061,0.5461,0.1478,1,2,0,1,0
EL,2015-09-30,226.9900,78.4100,153.0525,0.0446,0.0156,0.0319,0,0.5360,0.2739,0.1902,0,2,0,1,0
EMN,2015-09-30,99.2400,61.4600,86.3955,-0.0706,0.0194,0.1385,2,0.2468,0.4779,0.2753,1,0,2,1,2
EMR,2015-09-30,191.1000,41.1500,208.4475,-0.0452,0.0149,0.0734,1,0.1568,0.6635,0.1797,1,0,2,1,0
EOG,2015-09-30,346.7200,71.5500,349.8145,-0.0423,0.0219,0.1670,2,0.2122,0.1881,0.5998,2,0,2,1,0
EQIX,2015-09-30,210.9000,252.2400,258.2715,0.0401,0.0180,0.1210,2,0.3262,0.4278,0.2460,1,2,0,2,0
EQR,2015-09-30,208.4300,60.5500,118.1330,0.0894,0.0140,0.0504,0,0.2203,0.6054,0.1743,1,2,0,0,0
EQT,2015-09-30,249.4800,64.5000,109.9180,-0.1416,0.0161,-0.0115,0,0.1306,0.4375,0.4319,1,0,2,2,2
ES,2015-09-30,128.9800,47.4400,95.4365,0.1087,0.0104,0.0070,0,0.2179,0.5006,0.2815,1,2,0,0,0
ESRX,2015-09-30,425.6100,80.8700,380.0550,-0.0129,0.0105,0.0584,1,0.2823,0.5039,0.2138,1,1,1,2,0
ESS,2015-09-30,104.0000,211.4600,67.2550,0.0701,0.0134,-0.0010,0,0.2935,0.5643,0.1421,1,2,0,1,0
ETFC,2015-09-30,82.1700,26.3300,91.2115,0.0532,0.0276,0.0938,1,0.3117,0.6410,0.0472,1,2,0,0,2
ETN,2015-09-30,159.8300,47.4200,207.9810,-0.0654,0.0178,0.0540,1,0.3755,0.5517,0.0729,1,0,2,0,0
ETR,2015-09-30,89.5900,59.2800,89.7090,0.0324,0.0094,0.0408,0,0.0725,0.7915,0.1359,1,2,0,2,2
EW,2015-09-30,219.5800,71.0800,142.8930,0.0495,0.0165,0.0837,1,0.5761,0.2254,0.1985,0,2,0,1,0
EXC,2015-09-30,198.4400,27.5000,248.5130,-0.0087,0.0208,-0.0382,0,0.0556,0.4894,0.4549,1,1,1,2,2
EXPD,2015-09-30,68.9100,45.6200,85.8725,-0.0202,0.0185,0.0517,1,0.5571,0.2734,0.1694,0,0,2,0,2
F,2015-09-30,543.1000,11.8900,478.9020,-0.0116,0.0185,0.1144,2,0.4926,0.3191,0.1883,0,1,1,1,2
FAST,2015-09-30,146.8500,34.3400,91.4395,-0.0225,0.0153,0.0734,1,0.1770,0.4049,0.4181,2,0,2,2,2
FCX,2015-09-30,391.3600,9.6500,476.1975,-0.0082,0.0465,0.2207,2,0.1844,0.5635,0.2522,1,1,1,2,0
FDX,2015-09-30,242.5600,141.5200,348.6335,-0.0257,0.0175,0.0784,1,0.3490,0.3461,0.3049,0,0,2,2,0
FE,2015-09-30,95.3700,28.0000,112.3475,0.0108,0.0121,-0.0150,0,0.0503,0.6813,0.2684,1,1,1,0,2
FFIV,2015-09-30,95.0000,115.8000,100.4890,-0.0219,0.0143,0.0478,0,0.7452,0.0241,0.2307,0,0,2,1,0
FIS,2015-09-30,100.3900,65.1800,91.2385,0.0039,0.0172,0.0850,1,0.4029,0.3814,0.2157,0,1,1,2,0
FISV,2015-09-30,106.8400,86.6100,110.7965,0.0451,0.0170,0.1152,2,0.1676,0.7342,0.0982,1,2,0,0,0
FITB,2015-09-30,116.2500,17.9900,125.9715,-0.0022,0.0170,0.0395,0,0.4892,0.3280,0.1829,0,1,1,1,2
FL,2015-09-30,188.5200,68.7900,123.5195,0.0223,0.0126,-0.0515,0,0.3922,0.2243,0.3835,0,1,1,2,2
FLIR,2015-09-30,27.6800,27.1300,27.3305,-0.0011,0.0139,-0.0708,0,0.3082,0.5185,0.1733,1,1,1,2,2
FLR,2015-09-30,79.9300,40.9100,66.2345,-0.0390,0.0176,0.1149,2,0.2159,0.3945,0.3895,1,0,2,1,0
FLS,2015-09-30,61.7300,39.6400,56.3725,-0.0334,0.0176,0.0865,1,0.1888,0.7180,0.0933,1,0,2,0,0
FMC,2015-09-30,66.0400,33.0800,76.1355,-0.1593,0.0209,0.1064,2,0.6524,0.2654,0.0822,0,0,2,2,2
FOX,2015-09-30,192.9600,26.3900,237.2210,0.0170,0.0168,0.1232,2,0.8222,0.0718,0.1060,0,1,1,2,0
FOXA,2015-09-30,723.0200,26.3000,519.0280,0.0202,0.0163,0.1167,2,0.6459,0.1144,0.2396,0,1,1,0,2
FRT,2015-09-30,88.6400,129.1100,55.5095,0.0864,0.0112,0.0555,1,0.1693,0.7104,0.1204,1,2,0,1,0
FTI,2015-09-30,128.4600,30.8500,105.1370,-0.0674,0.0214,0.0801,1,0.1891,0.3232,0.4877,2,0,2,0,2
GD,2015-09-30,214.1000,132.0900,196.7125,-0.0068,0.0136,0.0983,1,0.1068,0.1940,0.6991,2,1,1,1,0
GE,2015-09-30,1096.9900,23.6500,1075.2255,0.0658,0.0185,0.1653,2,0.2754,0.5211,0.2035,1,2,0,1,0
GGP,2015-09-30,145.8900,24.1700,118.0660,0.0495,0.0151,0.1216,2,0.2812,0.5794,0.1394,1,2,0,1,2
GILD,2015-09-30,1510.0700,93.2700,1245.8860,-0.0312,0.0233,0.1041,2,0.6680,0.0818,0.2501,0,0,2,1,0
GIS,2015-09-30,248.3000,52.2300,254.7555,0.0108,0.0144,0.0437,0,0.4375,0.3133,0.2492,0,1,1,2,2
GLW,2015-09-30,179.0600,16.2300,186.0495,0.0253,0.0177,0.0992,1,0.1497,0.8098,0.0406,1,1,1,1,2
GPC,2015-09-30,87.6600,78.3500,53.9720,0.0285,0.0133,0.0870,1,0.1415,0.3707,0.4878,2,2,0,0,0
GPN,2015-09-30,63.2300,57.3000,53.5450,0.0588,0.0147,0.1979,2,0.4250,0.1758,0.3992,0,2,0,1,0
GPS,2015-09-30,701.3200,26.2000,169.5325,-0.1170,0.0175,-0.0389,0,0.0825,0.7210,0.1965,1,0,2,1,0
GRMN,2015-09-30,46.7500,32.0800,43.0905,-0.0114,0.0140,-0.0209,0,0.0765,0.3443,0.5792,2,1,1,1,2
GS,2015-09-30,506.2600,168.9300,638.5900,-0.0459,0.0174,0.1011,1,0.7229,0.1484,0.1287,0,0,2,0,2
