Date,Open,High,Low,Close,Adj Close,Volume
1998-01-20,96.687500,98.015602,96.500000,97.875000,68.230507,5091700
1998-01-21,97.218697,97.687500,96.156197,96.937500,67.576965,4699400
1998-01-22,96.156197,96.875000,95.875000,96.078102,66.977859,4543400
1998-01-23,96.500000,96.781197,95.000000,95.937500,66.879829,6350300
1998-01-26,96.375000,96.734299,95.406197,95.875000,66.836281,4362900
1998-01-27,95.812500,97.500000,95.656197,96.843697,67.511566,7044200
1998-01-28,97.406197,98.109299,97.187500,97.718697,68.121559,4268600
1998-01-29,97.843697,99.562500,97.562500,98.250000,68.491936,8007700
1998-01-30,98.781197,98.968697,98.000000,98.312500,68.535522,3649100
1998-02-02,99.906197,100.500000,99.750000,99.937500,69.668312,5756300
1998-02-03,100.000000,100.812500,99.718697,100.687500,70.191124,2759600
1998-02-04,100.281197,101.156197,99.937500,100.562500,70.104027,3374000
1998-02-05,101.312500,101.593697,100.031197,100.500000,70.060448,5076200
1998-02-06,101.000000,101.625000,100.687500,101.625000,70.844696,5701200
1998-02-09,101.718697,101.750000,100.718697,101.281197,70.605042,2322200
1998-02-10,101.437500,102.468697,101.187500,102.250000,71.280411,3660400
1998-02-11,102.093697,102.343697,101.703102,102.156197,71.214996,4073200
1998-02-12,101.718697,102.937500,100.875000,102.593697,71.520012,5024700
1998-02-13,102.187500,102.515602,101.875000,102.000000,71.106125,2101300
1998-02-17,102.812500,103.093697,102.156197,102.500000,71.454704,3055500
1998-02-18,102.312500,103.484299,102.281197,103.437500,72.108238,3007400
1998-02-19,103.250000,103.406197,102.750000,102.890602,71.726982,3387800
1998-02-20,103.156197,103.718697,102.375000,103.656197,72.260689,3707000
1998-02-23,104.250000,104.250000,103.343697,104.062500,72.543915,3227800
1998-02-24,103.906197,104.093697,102.937500,103.250000,71.977516,3386800
1998-02-25,103.750000,104.875000,103.625000,104.531197,72.870674,3481800
1998-02-26,104.437500,105.218697,104.187500,105.125000,73.284592,3187600
1998-02-27,104.968697,105.531197,104.531197,105.125000,73.284592,3442900
1998-03-02,105.250000,105.750000,104.625000,104.906197,73.132072,4252300
1998-03-03,104.531197,105.625000,104.531197,105.500000,73.546005,3349200
1998-03-04,105.093697,105.406197,104.437500,104.812500,73.066772,4404100
1998-03-05,103.500000,104.437500,103.156197,103.843697,72.391403,7268000
1998-03-06,104.562500,105.937500,104.437500,105.937500,73.850998,6896300
1998-03-09,105.531197,106.218697,105.250000,105.562500,73.589569,3362800
1998-03-10,106.218697,106.843697,105.937500,106.562500,74.286728,5481900
1998-03-11,106.968697,107.312500,106.781197,107.062500,74.635284,3439600
1998-03-12,107.093697,107.593697,106.500000,107.500000,74.940254,3191300
1998-03-13,107.843697,108.000000,106.875000,107.093697,74.657013,2879400
1998-03-16,107.843697,108.375000,107.531197,108.250000,75.463104,3223600
1998-03-17,108.312500,108.562500,107.656197,108.562500,75.680992,4581900
1998-03-18,108.250000,108.968697,108.031197,108.968697,75.964142,1944100
1998-03-19,108.968697,109.375000,108.656197,109.250000,76.160240,2554800
1998-03-20,109.562500,110.187500,108.875000,109.875000,76.816025,3123300
1998-03-23,109.718697,110.312500,109.406197,109.625000,76.641243,4453100
1998-03-24,110.062500,110.812500,109.937500,110.562500,77.296684,3333600
1998-03-25,111.406197,111.531197,109.187500,110.156197,77.012596,4597600
1998-03-26,109.875000,110.750000,109.625000,110.093697,76.968903,3333500
1998-03-27,110.750000,110.781197,109.000000,109.625000,76.641243,2611300
1998-03-30,109.625000,110.093697,108.968697,109.562500,76.597534,3108700
1998-03-31,110.156197,111.187500,109.750000,109.937500,76.859711,5926500
1998-04-01,110.312500,111.078102,109.406197,110.828102,77.482338,2929000
1998-04-02,110.937500,112.250000,110.750000,112.031197,78.323448,3920900
1998-04-03,112.343697,112.812500,111.843697,112.593697,78.716713,3787600
1998-04-06,113.250000,113.375000,111.687500,111.687500,78.083168,4550500
1998-04-07,111.750000,111.937500,110.156197,110.937500,77.558838,5583700
1998-04-08,111.218697,111.281197,109.750000,110.312500,77.121864,4854800
1998-04-09,110.562500,111.281197,110.531197,111.187500,77.733620,4481200
1998-04-13,111.375000,111.375000,110.000000,110.875000,77.515099,4350200
1998-04-14,111.125000,111.812500,110.906197,111.812500,78.170547,3279100
1998-04-15,111.968697,112.125000,111.156197,112.125000,78.389030,3867200
1998-04-16,111.312500,111.500000,110.500000,110.812500,77.471443,7177900
1998-04-17,110.718697,112.437500,110.437500,112.281197,78.498222,5688800
1998-04-20,112.000000,112.562500,111.875000,112.250000,78.476440,3688300
1998-04-21,112.437500,113.156197,111.906197,112.781197,78.847809,4573200
1998-04-22,112.875000,113.437500,112.812500,113.093697,79.066284,2386100
1998-04-23,112.625000,113.000000,111.750000,112.000000,78.301666,5062000
1998-04-24,111.750000,112.468697,110.343697,110.812500,77.471443,11039700
1998-04-27,109.375000,109.687500,107.625000,108.718697,76.007629,14510200
1998-04-28,109.781197,109.812500,108.125000,108.562500,75.898407,6511400
1998-04-29,109.031197,109.968697,108.437500,109.312500,76.422752,7703100
1998-04-30,110.562500,111.921799,110.406197,111.343697,77.842804,8684500
1998-05-01,111.750000,112.593697,111.312500,112.593697,78.716713,4008800
1998-05-04,112.718697,113.312500,112.156197,112.312500,78.520111,4537200
1998-05-05,112.000000,112.156197,111.125000,111.531197,77.973923,5146400
1998-05-06,112.125000,112.125000,110.187500,110.218697,77.056313,5526100
1998-05-07,110.500000,110.562500,109.343697,109.343697,76.444565,6940400
1998-05-08,110.000000,111.375000,110.000000,111.125000,77.689903,7951000
1998-05-11,111.562500,112.218697,110.375000,110.750000,77.427757,6336300
1998-05-12,110.812500,111.968697,110.343697,111.937500,78.257935,6045200
1998-05-13,112.062500,112.562500,111.593697,112.218697,78.454506,4441500
1998-05-14,111.531197,112.687500,111.343697,111.656197,78.061279,4187500
1998-05-15,112.000000,112.218697,110.812500,111.031197,77.624321,6716100
1998-05-18,110.718697,111.593697,109.828102,110.593697,77.318497,4847200
1998-05-19,111.000000,111.687500,110.781197,111.343697,77.842804,5918700
1998-05-20,112.093697,112.500000,110.875000,112.406197,78.585632,5716600
1998-05-21,112.375000,112.781197,111.312500,111.687500,78.083168,6301500
1998-05-22,111.750000,112.062500,110.937500,111.250000,77.777283,4862200
1998-05-26,112.093697,112.093697,109.187500,109.468697,76.531960,6899300
1998-05-27,108.531197,109.906197,107.578102,109.625000,76.641243,10202600
1998-05-28,109.875000,110.375000,109.062500,110.125000,76.990768,4907600
1998-05-29,110.625000,110.812500,109.031197,109.031197,76.226097,4772600
1998-06-01,108.968697,110.218697,108.562500,109.531197,76.575638,6092200
1998-06-02,110.000000,110.343697,109.156197,109.625000,76.641243,6701100
1998-06-03,109.875000,110.187500,107.875000,107.875000,75.417778,6445100
1998-06-04,108.250000,110.062500,108.062500,109.875000,76.816025,6566300
1998-06-05,110.375000,112.000000,109.875000,112.000000,78.301666,8463200
1998-06-08,111.937500,112.468697,111.656197,111.875000,78.214264,4159900
1998-06-09,111.718697,112.421799,111.406197,112.218697,78.454506,2725300
1998-06-10,111.625000,113.062500,111.250000,111.500000,77.952072,6186900
1998-06-11,111.437500,111.875000,109.375000,109.406197,76.488281,8056600
1998-06-12,109.875000,110.437500,108.250000,110.437500,77.209282,9779000
1998-06-15,108.812500,109.906197,107.500000,107.531197,75.177399,10234200
1998-06-16,108.406197,109.218697,107.750000,109.187500,76.335365,7471500
1998-06-17,110.156197,111.781197,109.937500,111.468697,77.930206,12057700
1998-06-18,111.187500,111.437500,110.750000,110.968697,77.580605,3844600
1998-06-19,111.062500,111.234299,109.625000,110.062500,77.191971,3549100
1998-06-22,110.250000,111.062500,110.062500,110.593697,77.564491,5438300
1998-06-23,111.093697,112.062500,111.000000,111.906197,78.485039,5004600
1998-06-24,112.156197,113.687500,111.609299,113.406197,79.537041,8291900
1998-06-25,113.906197,114.437500,112.812500,113.218697,79.405533,5854800
1998-06-26,113.312500,113.843697,113.125000,113.687500,79.734337,4833100
1998-06-29,114.250000,114.687500,113.796799,114.093697,80.019226,5953400
1998-06-30,113.906197,114.187500,113.062500,113.312500,79.471306,4284800
1998-07-01,114.062500,114.937500,113.625000,114.625000,80.391869,3489500
1998-07-02,114.718697,114.875000,114.250000,114.843697,80.545189,3503900
1998-07-06,114.781197,116.000000,114.562500,116.000000,81.356216,3144400
1998-07-07,115.984299,116.125000,115.281197,115.781197,81.202744,4920700
1998-07-08,115.875000,116.937500,115.750000,116.625000,81.794533,6875000
